Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;DRILLING DEPTH (MIN.);DRILLING DEPTH (MAX.);LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ERUPTION DAY;ERUPTION MONTH;ERUPTION YEAR;ALTERATION;ALTERATION TYPE;TYPE OF MATERIAL;MINERAL / COMPONENT;SPOT (MINERAL);CRYSTAL;RIM / CORE (MINERAL GRAINS);PRIMARY/SECONDARY;INCLUSION TYPE;MINERAL (INCLUSION);HOSTMINERAL (INCLUSION);HEATING;SIO2(WT%);TIO2(WT%);ZRO2(WT%);HFO2(WT%);THO2(WT%);AL2O3(WT%);CR2O3(WT%);LA2O3(WT%);CE2O3(WT%);ND2O3(WT%);SM2O3(WT%);V2O3(WT%);NB2O5(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);FET(WT%);CAO(WT%);MGO(WT%);MNO(WT%);BAO(WT%);SRO(WT%);NIO(WT%);ZNO(WT%);RB2O(WT%);K2O(WT%);;;;NA2O(WT%);P2O5(WT%);AS2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);C(WT%);F(WT%);CL(WT%);OH(WT%);SO3(WT%);S(WT%);LOI(WT%);TI(WT%);CA(WT%);K(WT%);LI(PPM);BE(PPM);B(PPM);F(PPM);P(PPM);S(PPM);CL(PPM);AR40(AT/G);;;;AR40(CCMSTP/G);;;;AR40(MOL/G);;;;AR40(PPB);K(PPM);SC(PPM);;;;TI(PPM);V(PPM);;;;CR(PPM);;;;CO(PPM);;;;NI(PPM);;;;CU(PPM);;;;ZN(PPM);;;;GA(PPM);;;;GE(PPM);AS(PPM);AS(PPB);SE(PPM);RB(PPM);;;;;;SR(PPM);;;;;;Y(PPM);;;;ZR(PPM);;;;NB(PPM);;;;MO(PPM);AG(PPM);CD(PPM);IN(PPM);SN(PPM);SB(PPM): altern. values or methods;;;;TE(PPM);CS(PPM): altern. values or methods;;;;BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM): altern. values or methods;;;;PR(PPM);ND(PPM): altern. values or methods;;;;;;SM(PPM): altern. values or methods;;;;EU(PPM): altern. values or methods;;;;GD(PPM): altern. values or methods;;;;TB(PPM): altern. values or methods;;;;DY(PPM): altern. values or methods;;;;HO(PPM);ER(PPM): altern. values or methods;;;;TM(PPM);YB(PPM): altern. values or methods;;;;LU(PPM);HF(PPM);TA(PPM);W(PPM);RE(PPM);AU(PPM);HG(PPM);HG(PPB);TL(PPM);PB(PPM): altern. values or methods;;;;BI(PPM);PO210_ACT(DPM/G);RA226_ACT(DPM/G);TH(PPM): altern. values or methods;;;;U(PPM): altern. values or methods;;;;ND143_ND144;ND143_ND144_INI;EPSILON_ND;EPSILON_ND_INI;SM147_ND144;SR87_SR86;SR87_SR86_INI;EPSILON_SR_INI;RB87_SR86;PB206_PB204: altern. values or methods;;;;PB206_PB204_INI;PB207_PB204: altern. values or methods;;;;PB207_PB204_INI;PB207_PB206;PB208_PB204: altern. values or methods;;;;PB208_PB204_INI;PB208_PB206;HF176_HF177;LU176_HF177;AR38_AR36;AR40_AR36;AR40_AR36_INI;PB206_U238;PB207_U235;RA226_TH230_ACT;PA231_U235_ACT;TH230_TH232_ACT;TH230_U238_ACT;TH232_PB204;U234_U238_ACT;U235_PB204;U238_PB204;U238_TH232_ACT;D7LI(VS LSVEC);D13C(VS PDB);D18O(PER MIL);D18O(VS SMOW);D18O(VS VSMOW);D34S(VS VCDT);ALBITE(MOL%);ANORTHITE(MOL%);CA OLIVINE(MOL%);CHROMITE(MOL%);ENSTATITE(MOL%);FAYALITE(MOL%);FORSTERITE(MOL%);FERROSILITE(MOL%);HEMATITE(MOL%);HERCYNITE(MOL%);ILMENITE(MOL%);MAGNESIOFERRITE(MOL%);MONTICELLITE(MOL%);MAGNETITE(MOL%);ORTHOCLASE(MOL%);PICROCHROMITE(MOL%);SPINEL(MOL%);TEPHROITE(MOL%);ULVOSPINEL(MOL%);WOLLASTONITE(MOL%);AGE(KA): altern. values or methods;;;;;;AGE(MA): altern. values or methods;;;;;;AGE_PB207_U235(MA);AGE_PB206_U238(MA);
1981;[547] BELLON H. (1981);samp. 40G;;SOCIETY ISLANDS / MOOREA;ROTUI MASSIF;-17.5;-149.83;-17.5;-149.83;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.63;AAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.79E-07;MS_ID;2.8E-07;MS_ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1860;K-AR;;;;;;;;;;;;;
1981;[547] BELLON H. (1981);samp. 38X;;SOCIETY ISLANDS / MOOREA;VALLEE DE MAHAREPA;-17.5;-149.83;-17.5;-149.83;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.9;AAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.73E-07;MS_ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1090;K-AR;;;;;;;;;;;;;
1981;[547] BELLON H. (1981);samp. 39O;;SOCIETY ISLANDS / MOOREA;VALLEE DE MAHAREPA;-17.5;-149.83;-17.5;-149.83;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.72;AAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.8E-07;MS_ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2050;K-AR;;;;;;;;;;;;;
1981;[548] BLANCHARD F. (1981);samp. 27E;;SOCIETY ISLANDS / MOOREA;;-17.481;-149.777;-17.583;-149.872;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;55.23;0.74;;;;16.22;;;;;;;;;3.69;;4.96;;3.55;3.15;0.03;;;;;;4.93;NOT;;;5.19;0.29;;;1.4;0.96;;;;;;;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;44;NOT;;;135;NOT;;;15;NOT;;;89;NOT;;;16;NOT;;;222;NOT;;;;;;;;;;;112;NOT;;;;;111;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1981;[548] BLANCHARD F. (1981);samp. 42R;;SOCIETY ISLANDS / MOOREA;;-17.481;-149.777;-17.583;-149.872;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;57.59;0.6;;;;17.41;;;;;;;;;3.02;;4.86;;2.77;0.9;0.06;;;;;;5.67;NOT;;;6.39;0.26;;;0.81;0.13;;;;;;;;;;;;23;;;;;;;;;;;;;;;;;;;;;;;;;;25;NOT;;;39;NOT;;;9;NOT;;;31;NOT;;;11;NOT;;;228;NOT;;;;;;;;;;;162;NOT;;;;;66;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;NOT;;;124.4;NOT;;;289.4;NOT;;;;;;;;;;17.1;NOT;;;2.7;NOT;;;;;;;2.3;NOT;;;;;;;;;;;;;4.7;NOT;;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1981;[548] BLANCHARD F. (1981);samp. 30N;;SOCIETY ISLANDS / MOOREA;;-17.481;-149.777;-17.583;-149.872;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;57.37;0.56;;;;18.15;;;;;;;;;3.02;;4.56;;2.23;0.6;0.03;;;;;;6.02;NOT;;;5.7;0.37;;;0.84;0.54;;;;;;;;;;;;19;;;;;;;;;;;;;;;;;;;;;;;;;;25;NOT;;;7;NOT;;;6;NOT;;;9;NOT;;;8;NOT;;;213;NOT;;;;;;;;;;;142;NOT;;;;;107;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;270;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1981;[548] BLANCHARD F. (1981);samp. 4;;SOCIETY ISLANDS / MOOREA;;-17.481;-149.777;-17.583;-149.872;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;PHENOCRYST;;PRIMARY;;;;;50.73;0.91;;;;3.68;;;;;;;;;3.52;;5.9;;21.66;13.75;0.35;;;;;;;;;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1981;[548] BLANCHARD F. (1981);samp. 4;;SOCIETY ISLANDS / MOOREA;;-17.481;-149.777;-17.583;-149.872;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;GROUNDMASS;;PRIMARY;;;;;50.56;1.03;;;;3.83;;;;;;;;;1.67;;10.05;;20.23;11.77;0.39;;;;;;0.08;EMP (EPMA);;;0.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1981;[548] BLANCHARD F. (1981);samp. 27E;;SOCIETY ISLANDS / MOOREA;;-17.481;-149.777;-17.583;-149.872;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;INCLUSION;;;;;;MINERAL INCLUSION;SPINEL;OLIVINE;FALSE;;3.54;;;;18.17;30.97;;;;;;;;16.05;;18.53;;;12.47;0.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;[661] LEMARCHAND F. (1987);samp. FA19;;AZORES / FAIAL / CAREGO  GORDA / POST-SHIELD STAGE;ALTO DO RICO;38.58;-28.7;38.58;-28.7;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;51.71;2.21;;;;19.21;;;;;;;;;1.8;;5.43;;8.18;3.2;0.14;;;;;;2.1;XRF;;;4.98;0.53;;;;;;;;;;;;-0.24;;;;;;;;;;;;;;;;;;;;;;;;;15.2;NAA;;;;;;;;35;NAA;;;;;;;20;NAA;;;;;;;;;;;;;;;;;;;40.9;NAA;;;;;750;NAA;;;;;;;;;290;NAA;;;;;;;;;;;;0.07;NAA;;;;0.3;NAA;;;580;NAA;;;39;NAA;;;;;;;;;;;;;;;;;;2.79;NAA;;;;;;;0.83;NAA;;;;;;;;;;;;;;;;;;6.63;3.93;;;;;;;;;;;;;;4.29;NAA;;;1.24;NAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;[661] LEMARCHAND F. (1987);samp. FA15;;AZORES / FAIAL / CAREGO  GORDA / POST-SHIELD STAGE;ALTO DO RICO;38.58;-28.7;38.58;-28.7;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;50.14;2.73;;;;17.79;;;;;;;;;2.8;;6.65;;7.65;3.57;0.18;;;;;;2.09;XRF;;;5.16;1.11;;;;;;;;;;;;-0.27;;;;;;;;;;;;;;;;;;;;;;;;;15.5;NAA;;;;;;;;45;NAA;;;15.7;NAA;;;;;;;;;;;;;;;;;;;;;;;41;NAA;;;;;740;NAA;;;;;;;;;360;NAA;;;;;;;;;;;;0.1;NAA;;;;0.35;NAA;;;540;NAA;;;55;NAA;;;;;;;;;;;;;;;;;;3.8;NAA;;;;;;;1.37;NAA;;;;;;;;;;;;;;;;;;7.7;5.13;;;;;;;;;;;;;;5.2;NAA;;;1.59;NAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;[661] LEMARCHAND F. (1987);samp. FA16;;AZORES / FAIAL / CAREGO  GORDA / POST-SHIELD STAGE;ALTO DO RICO;38.58;-28.7;38.58;-28.7;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;50.17;2.4;;;;17.44;;;;;;;;;5.56;;3.68;;7.28;4.04;0.18;;;;;;2.21;XRF;;;4.45;0.84;;;;;;;;;;;;1.81;;;;;;;;;;;;;;;;;;;;;;;;;14.5;NAA;;;;;;;;50;NAA;;;17.2;NAA;;;10;NAA;;;;;;;;;;;;;;;;;;;52;NAA;;;;;830;NAA;;;;;;;;;410;NAA;;;;;;;;;;;;12;NAA;;;;0.35;NAA;;;540;NAA;;;54;NAA;;;;;;;;;;;;;;;;;;3.5;NAA;;;;;;;1.3;NAA;;;;;;;;;;;;;;;;;;8.3;5.27;;;;;;;;;;;;;;5.6;NAA;;;1.68;NAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;[661] LEMARCHAND F. (1987);samp. FA20;;AZORES / FAIAL / CAREGO  GORDA / POST-SHIELD STAGE;ALTO DO RICO;38.58;-28.7;38.58;-28.7;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;50.41;2.94;;;;17.58;;;;;;;;;2.83;;7.02;;7.87;3.26;0.18;;;;;;2.16;XRF;;;5.25;0.81;;;;;;;;;;;;-0.1;;;;;;;;;;;;;;;;;;;;;;;;;19.8;NAA;;;;;;;;45;NAA;;;20.5;NAA;;;;;;;;;;;;;;;;;;;;;;;46;NAA;;;;;620;NAA;;;;;;;;;370;NAA;;;;;;;;;;;;0.1;NAA;;;;0.34;NAA;;;530;NAA;;;54;NAA;;;;;;;;;;;;;;11.6;NAA;;;3.6;NAA;;;;;;;1.32;NAA;;;;;;;;;;;;;;;;;0.52;8.6;5.23;;;;;;;;;;;;;;5.9;NAA;;;1.83;NAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;[661] LEMARCHAND F. (1987);samp. FA17;;AZORES / FAIAL / CAREGO  GORDA / POST-SHIELD STAGE;ALTO DO RICO;38.58;-28.7;38.58;-28.7;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;56;1.53;;;;18.81;;;;;;;;;3.57;;3.46;;4.49;2.16;0.19;;;;;;2.87;XRF;;;5.94;0.53;;;;;;;;;;;;0.01;;;;;;;;;;;;;;;;;;;;;;;;;7.5;NAA;;;;;;;;30;NAA;;;7.5;NAA;;;;;;;;;;;;;;;;;;;;;;;67;NAA;;;;;560;NAA;;;;;;;;;470;NAA;;;;;;;;;;;;0.14;NAA;;;;0.55;NAA;;;700;NAA;;;63;NAA;;;;;;;;;;;;;;;;;;3.3;NAA;;;;;;;1.19;NAA;;;;;;;;;;;;;;;;;;10.5;6.63;;;;;;;;;;;;;;8.04;NAA;;;2.21;NAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;[661] LEMARCHAND F. (1987);samp. FA13;;AZORES / FAIAL / CAREGO  GORDA / POST-SHIELD STAGE;ALTO DO RICO;38.58;-28.7;38.58;-28.7;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;57.7;1.2;;;;18.76;;;;;;;;;3.07;;2.47;;3.27;1.36;0.16;;;;;;3.62;XRF;;;6.6;0.36;;;;;;;;;;;;0.4;;;;;;;;;;;;;;;;;;;;;;;;;4.5;NAA;;;;;;;;30;NAA;;;5.4;NAA;;;;;;;;;;;;;;;;;;;;;;;78;NAA;;;;;440;NAA;;;;;;;;;440;NAA;;;;;;;;;;;;0.19;NAA;;;;0.68;NAA;;;850;NAA;;;61;NAA;;;;;;;;;;;;;;;;;;2.38;NAA;;;;;;;0.74;NAA;;;;;;;;;;;;;;;;;;10.3;6.14;;;;;;;;;;;;;;8.9;NAA;;;2.8;NAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1981;[706] METRICH N. (1981);samp. AZOFA13;;AZORES / FAIAL / CAREGO  GORDA / POST-SHIELD STAGE;AZORES;38.58;-28.7;38.58;-28.7;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;SUBAPHYRIC;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;58.43;1.21;;;;18.12;;;;;;;;;1.5;;3.84;;3.36;1.84;0.17;;;;;;3.67;XRF;;;6.82;0.34;;;0.56;0.37;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1981;[706] METRICH N. (1981);samp. AZOFA18;;AZORES / FAIAL / CAREGO  GORDA / POST-SHIELD STAGE;AZORES;38.58;-28.7;38.58;-28.7;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;SUBAPHYRIC;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;57;1.53;;;;18.4;;;;;;;;;1.5;;4.18;;4.35;2.3;0.18;;;;;;3.25;XRF;;;6;0.42;;;0.26;0.6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1981;[706] METRICH N. (1981);samp. AZOFA82;;AZORES / FAIAL / CAREGO  GORDA / PRE-SHIELD STAGE;;38.58;-28.7;38.58;-28.7;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;APHYRIC;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;58.13;1.03;;;;17.87;;;;;;;;;1.5;;4.56;;3.18;1.5;0.2;;;;;;3.45;XRF;;;6.92;0.31;;;0.7;0.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1981;[706] METRICH N. (1981);samp. AZOFA18;;AZORES / FAIAL / CAREGO  GORDA / POST-SHIELD STAGE;AZORES;38.58;-28.7;38.58;-28.7;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;SUBAPHYRIC;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;FA18_1;MICROPHENOCRYST;;PRIMARY;;;;;37.3;0.21;;;;0;;;;;;;;;;;27.91;;0.32;33.18;0.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1981;[706] METRICH N. (1981);samp. AZOFA18;;AZORES / FAIAL / CAREGO  GORDA / POST-SHIELD STAGE;AZORES;38.58;-28.7;38.58;-28.7;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;SUBAPHYRIC;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;FA18_2;MICROPHENOCRYST;;PRIMARY;;;;;36.66;0.06;;;;0;;;;;;;;;;;31.26;;0.39;30.47;0.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1981;[706] METRICH N. (1981);samp. AZOFA18;;AZORES / FAIAL / CAREGO  GORDA / POST-SHIELD STAGE;AZORES;38.58;-28.7;38.58;-28.7;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;SUBAPHYRIC;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;FA18_3;MICROCRYST;;PRIMARY;;;;;36.56;0.07;;;;0;;;;;;;;;;;30.96;;0.37;30.59;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1981;[706] METRICH N. (1981);samp. AZOFA18;;AZORES / FAIAL / CAREGO  GORDA / POST-SHIELD STAGE;AZORES;38.58;-28.7;38.58;-28.7;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;BENMOREITE;SUBAPHYRIC;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;FA18_4;MICROCRYST;;PRIMARY;;;;;37;0.21;;;;0;;;;;;;;;;;31.89;;0.52;30.13;0.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;
