"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","ELEVATION (MIN.)","ELEVATION (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","AGE (MIN.)","AGE (MAX.)","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","TYPE OF MATERIAL","MINERAL / COMPONENT","SPOT (MINERAL)","CRYSTAL","RIM / CORE (MINERAL GRAINS)","PRIMARY/SECONDARY","INCLUSION TYPE","MINERAL (INCLUSION)","HOSTMINERAL (INCLUSION)","HEATING","SIO2(WT%)","TIO2(WT%)","ZRO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","F(WT%)","CL(WT%)","SO3(WT%)","S(WT%)","LOI(WT%)","K(WT%): altern. values or methods","","","","LI(PPM)","BE(PPM)","F(PPM)","S(PPM)","CL(PPM)","AR40(MOL/G)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","RB(PPM): altern. values or methods","","","","SR(PPM): altern. values or methods","","","","Y(PPM): altern. values or methods","","","","ZR(PPM): altern. values or methods","","","","NB(PPM): altern. values or methods","","","","SN(PPM)","CS(PPM)","BA(PPM): altern. values or methods","","","","LA(PPM): altern. values or methods","","","","CE(PPM): altern. values or methods","","","","PR(PPM)","ND(PPM): altern. values or methods","","","","SM(PPM): altern. values or methods","","","","EU(PPM)","GD(PPM)","TB(PPM): altern. values or methods","","","","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","PB(PPM): altern. values or methods","","","","TH(PPM)","U(PPM): altern. values or methods","","","","ND143_ND144","SM147_ND144","SR87_SR86","SR87_SR86_INI","RB87_SR86","PB206_PB204","PB207_PB204","PB208_PB204","TH232_PB204","U238_PB204","D7LI(VS LSVEC)","D18O(VS SMOW)","D34S(VS CDT)","DD(VS SMOW)","ALBITE(MOL%)","AEGIRINE(MOL%)","ANORTHITE(MOL%)","CELSIAN(MOL%)","DIOPSIDE(MOL%)","ENSTATITE(MOL%)","FE-ORTHOCLASE(MOL%)","FERROSILITE(MOL%)","HEDENBERGITE(MOL%)","JADEITE(MOL%)","(AL)KALIFELDSPAR(MOL%)","NEPTUNITE(MOL%)","ORTHOCLASE(MOL%)","TI-AEGIRINE(MOL%)","AGE(MA): altern. values or methods","","","",
"1994"," [18005] WILKINSON J. F. G. (1994)","samp. 3","","NEW ZEALAND / SOUTH ISLAND / OTAGO","PORTOBELLO, OTAGO HARBOUR","-45.6","170.5","-45.8","170.8","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE, ANALCIME","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","NEPHELINE","","PHENOCRYST","","PRIMARY","","","","","45.79","","","32.11","","0.58","","","","0","","","","","4.42","16.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1994"," [18005] WILKINSON J. F. G. (1994)","samp. 3","","NEW ZEALAND / SOUTH ISLAND / OTAGO","PORTOBELLO, OTAGO HARBOUR","-45.6","170.5","-45.8","170.8","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE, ANALCIME","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ANALCIME","","","","SECONDARY","","","","","50.07","","","26.64","","0.34","","","","0.37","","","","","1.78","13.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1994"," [18005] WILKINSON J. F. G. (1994)","samp. 3","","NEW ZEALAND / SOUTH ISLAND / OTAGO","PORTOBELLO, OTAGO HARBOUR","-45.6","170.5","-45.8","170.8","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE, ANALCIME","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","ANALCIME","","","","SECONDARY","","","","","55.1","","","22.02","","0.34","","","","0.29","","","","","1.8","11.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1991"," [18816] O^BRIEN H. E. (1991)","samp. HM538","","WYOMING CRATON / MONTANA / HIGHWOOD MOUNTAINS","","47.5","-110.6","47.5","-110.6","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","","","WHOLE ROCK","","","","","","","","","","58.94","0.21","","17.83","0.01","2.83","","","","2.76","1.51","0.08","0.82","0.16","10.89","2.83","0.18","","","","","","","","","1.24","","","","","15","3.7","","","","","5.7","","85","44","","41","30","8","107","","230","NOT","","","1371","ICPAES","","","10","ICPAES","","","97","NOT","","","10","NOT","","","","","7316","ICPAES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","293","NOT","","","5.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1963"," [19109] ERICKSON R. L. (1963)","samp. MC-115","","MIDCONTINENT US KIMBERLITE-CARBONATITE PROVINCE / ARKANSAS / MAGNET COVE","","34.45","-92.8667","34.45","-92.8667","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","CRETACEOUS","","WHOLE ROCK","","","","","","","","","","52.85","0.33","","19.44","","","4.82","","0.57","2.53","0.13","0.37","0.35","","7.96","8.87","0.04","","0.78","0.07","0.13","0.42","0.6","0.03","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2015"," [19234] COOPER A. F. (2015)","samp. OU82422","","NEW ZEALAND / SOUTH ISLAND / OTAGO","PIVOT CREEK, SOUTHERN ALPS","-44","169","-44","169","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","","","WHOLE ROCK","","","","","","","","","","59.1","0.32","","21.4","0","3.8","","","","1.15","0.25","0.1","0.02","0.04","5.27","6.15","0.02","","","","","","","","","2.38","","","","","","","","","","","","","11","0","","1.7","","","","44","205","ICPMS","","","424","ICPMS","","","20","ICPMS","","","1200","ICPMS","","","238","ICPMS","","","","0.83","192.5","ICPMS","","","79.4","ICPMS","","","127","ICPMS","","","11.3","30.7","ICPMS","","","4.09","ICPMS","","","1.08","2.85","0.46","ICPMS","","","2.91","0.7","2.42","0.42","2.84","0.4","19.3","12.5","","","","","28.1","16.2","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2015"," [19234] COOPER A. F. (2015)","samp. OU82436","","NEW ZEALAND / SOUTH ISLAND / OTAGO","PIVOT CREEK, SOUTHERN ALPS","-44","169","-44","169","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","","","WHOLE ROCK","","","","","","","","","","59.8","0.38","","21.9","0","4.15","","","","0.58","0.2","0.14","0.04","0.01","3.4","7.56","0.07","","","","","","","","","1.77","","","","","","","","","","","","","13","10","","1.6","","","","60.6","136.5","ICPMS","","","241","ICPMS","","","16.9","ICPMS","","","2330","ICPMS","","","426","ICPMS","","","","2.31","405","ICPMS","","","20.2","ICPMS","","","42.6","ICPMS","","","4.66","15.7","ICPMS","","","3.22","ICPMS","","","1.17","3.21","0.54","ICPMS","","","3.25","0.64","1.8","0.29","1.72","0.23","39","24","","","","","36.3","12.8","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2015"," [19234] COOPER A. F. (2015)","samp. OU 81205","","NEW ZEALAND / SOUTH ISLAND / OTAGO","PIVOT CREEK, SOUTHERN ALPS","-44","169","-44","169","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","","","WHOLE ROCK","","","","","","","","","","57.65","0.43","","21.18","0","3.36","","","","0.85","0.11","0.06","0.05","0.04","3.34","10.11","0.07","","","","","","","","","2.22","","","","","","","","","","","","","","0","","12.92","5.83","9.89","193.15","38.15","177.85","ICPMS","","","340.19","ICPMS","","","22.75","ICPMS","","","881.89","ICPMS","","","264.81","ICPMS","","","","2.95","456.09","ICPMS","","","50.78","ICPMS","","","90.49","ICPMS","","","9.63","25.26","ICPMS","","","3.86","ICPMS","","","1.25","3.32","0.77","ICPMS","","","3.85","1.11","2.51","0.52","2.73","0.51","12.38","7.44","6.26","ICPMS","","","64.91","28.86","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2015"," [19234] COOPER A. F. (2015)","samp. OU81206","","NEW ZEALAND / SOUTH ISLAND / OTAGO","PIVOT CREEK, SOUTHERN ALPS","-44","169","-44","169","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","","","WHOLE ROCK","","","","","","","","","","59.48","0.46","","20.62","0","3.82","","","","0.89","0.23","0.17","0.03","0.05","4.42","7.05","0.03","","","","","","","","","1.55","","","","","","","","","","","","","","0","","31.22","5.91","","169.95","41.34","105.55","ICPMS","","","447.33","ICPMS","","","15.55","ICPMS","","","690.9","ICPMS","","","194.32","ICPMS","","","","7.55","296.98","ICPMS","","","39.36","ICPMS","","","70.07","ICPMS","","","6.95","17.16","ICPMS","","","2.27","ICPMS","","","0.68","1.65","0.42","ICPMS","","","2.39","0.73","1.9","0.36","2.14","0.35","9.81","7.58","209.26","ICPMS","","","51.13","17.9","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2015 "," [19369] ACKERMAN L.(2015)  [GeoReM [7927] ]","samp. 3A","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF / CESKE STREDOHORI VOLCANIC COMPLEX","SKRYTÍN NEAR  POVRLY-ROZTOKY","50.6969","14.1861","50.6969","14.1861","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","DIKE","","","OLIGOCENE","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.08","","","","","","","","","","","","","","","","","","","","","",
"2015 "," [19369] ACKERMAN L.(2015)  [GeoReM [7927] ]","samp. 3/1","","EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / CZECH REPUBLIC / BOHEMIAN MASSIF / CESKE STREDOHORI VOLCANIC COMPLEX","SKRYTÍN NEAR  POVRLY-ROZTOKY","50.6969","14.1861","50.6969","14.1861","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","DIKE","","","OLIGOCENE","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.58","","","","","","","","","","","","","","","","","","","","","",
"1986"," [19495] COOPER A. F. (1986)","samp. 28078","","NEW ZEALAND / SOUTH ISLAND / OTAGO / ALPINE DIKE SWARM","COWAN CREEK, BURKE RIVER","-44","169","-44","169","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","NEOGENE","","WHOLE ROCK","","","","","","","","","","52.69","0.53","","19.27","","","3.28","","1.11","1.93","0.56","0.17","","","4.49","11.2","0.14","","2.77","0.19","1.23","","","","","","","","","","","","","0.05","","","","","24","6","","","3","0","192","","157.5","NOT","","","1040","NOT","","","28","NOT","","","834","NOT","","","217","NOT","","","","","860","NOT","","","87","NOT","","","150","NOT","","","12","35","NOT","","","","","","","","","","","","","","","","","","","","","24","NOT","","","47","13","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1986"," [19495] COOPER A. F. (1986)","samp. 12448","","NEW ZEALAND / SOUTH ISLAND / OTAGO / ALPINE DIKE SWARM","COWAN CREEK, BURKE RIVER","-44","169","-44","169","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","NEOGENE","","WHOLE ROCK","","","","","","","","","","54.68","0.31","","19.27","","","3.78","","0.31","1.2","0.24","0.19","","","4.11","11.16","0.01","","1.3","0.1","2.22","","","","","","","","","","","","","0.08","","","","","10","2","","","0","0","159","","127.7","NOT","","","559","NOT","","","11","NOT","","","1110","NOT","","","367","NOT","","","","","490","NOT","","","42","NOT","","","80","NOT","","","7","20","NOT","","","","","","","","","","","","","","","","","","","","","36","NOT","","","37","12.9","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1986"," [19495] COOPER A. F. (1986)","samp. 1229","","NEW ZEALAND / SOUTH ISLAND / OTAGO / ALPINE DIKE SWARM","COWAN CREEK, BURKE RIVER","-44","169","-44","169","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","NEOGENE","","WHOLE ROCK","","","","","","","","","","52.64","0.75","","20.02","","","3.37","","1.24","2.67","1.14","0.14","","","4.59","9.66","0.2","","2.06","0.03","0.99","","","","","","","","","","","","","0.06","","","","","39","20","","","15","5","147","","141.8","NOT","","","1200","NOT","","","20","NOT","","","552","NOT","","","164","NOT","","","","","940","NOT","","","75","NOT","","","120","NOT","","","10","29","NOT","","","","","","","","","","","","","","","","","","","","","14","NOT","","","36","9.9","NOT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2017"," [21056] ELBURG M. A. (2017)","samp. DF1","","KAAPVAAL CRATON / SOUTH AFRICA / PILANESBERG ALKALINE COMPLEX","SCHAAPKRAAL","-25","27","-25","27","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","PROTEROZOIC","MESO","WHOLE ROCK","","","","","","","","","","51.1286089238845","0.766404199475066","0.084375","18.7926509186352","","6.06824146981627","","","","4.36745406824147","1.12335958005249","0.451443569553806","","","5.92125984251968","11.0236220472441","0.356955380577428","","","","","","","","","2.67","","","","","","","","","","","","","","","","","","","","","120","XRF","","","7662","XRF","","","72","XRF","","","625","XRF","","","193","XRF","","","","","2259","XRF","","","837","XRF","","","1035","XRF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2017"," [21056] ELBURG M. A. (2017)","samp. VB2","","KAAPVAAL CRATON / SOUTH AFRICA / PILANESBERG ALKALINE COMPLEX","VAALBOSCHLAAGTE","-25","27","-25","27","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","PROTEROZOIC","MESO","WHOLE ROCK","","","","","","","","","","53.7299138022773","1.11737788655954","0.506385","14.4407789720123","","11.5781632435884","","","","4.12897733319144","0.734276896881984","0.819410450143663","","","4.07576886240289","9.2369905288922","0.138342024050229","","","","","","","","","2.21","","","","","","","","","","","","","","","","","","","","","128","XRF","","","4310","XRF","","","30","XRF","","","3751","XRF","","","635","XRF","","","","","554","XRF","","","934","XRF","","","1219","XRF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2017"," [21056] ELBURG M. A. (2017)","samp. VB3","","KAAPVAAL CRATON / SOUTH AFRICA / PILANESBERG ALKALINE COMPLEX","VAALBOSCHLAAGTE","-25","27","-25","27","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","PROTEROZOIC","MESO","WHOLE ROCK","","","","","","","","","","51.7631550038449","0.90080193342854","0.50085","14.1491815884873","","10.6558277490937","","","","3.52631000768977","0.472371745578381","0.801933428540042","","","5.36087004284302","12.2487092167417","0.120839283752609","","","","","","","","","8.51","","","","","","","","","","","","","","","","","","","","","193","XRF","","","4265","XRF","","","28","XRF","","","3710","XRF","","","603","XRF","","","","","543","XRF","","","894","XRF","","","1148","XRF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2017"," [21056] ELBURG M. A. (2017)","samp. KK2","","KAAPVAAL CRATON / SOUTH AFRICA / PILANESBERG ALKALINE COMPLEX","KAFFERSKRAAL","-25","27","-25","27","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","PROTEROZOIC","MESO","WHOLE ROCK","","","","","","","","","","53.7187532146898","1.02870075095155","0.47763","15.2247711140829","","10.4721736446868","","","","4.0530809587491","0.493776360456743","0.75095154819463","","","5.5138360251003","8.61022528546446","0.133731097623701","","","","","","","","","1.09","","","","","","","","","","","","","","","","","","","","","168","XRF","","","4159","XRF","","","53","XRF","","","3538","XRF","","","345","XRF","","","","","544","XRF","","","1043","XRF","","","1556","XRF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2017"," [21056] ELBURG M. A. (2017)","samp. PLBG4","","KAAPVAAL CRATON / SOUTH AFRICA / PILANESBERG ALKALINE COMPLEX","KAFFERSKRAAL","-25","27","-25","27","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","PROTEROZOIC","MESO","WHOLE ROCK","","","","","","","","","","51.7520215633423","0.646900269541779","0.358155","15.0943396226415","","9.70350404312668","","","","9.70350404312668","","0.862533692722372","","","4.31266846361186","7.76280323450135","0.161725067385445","","","","","","","","","5.14322605327339","","","","","","","","","","","4.34070220611113","","59.7175285613752","","","2.67871451711231","2.15091419914506","","","","81","XRF","100.85672444606","ICPMS","6462.9","XRF","9064.19920064477","ICPMS","70","XRF","101.708403748616","ICPMS","2653","XRF","3357.93780625956","ICPMS","302","XRF","577.737871267056","ICPMS","","","843.4","XRF","694.691754522622","ICPMS","1438.4","XRF","1701.49116866949","ICPMS","1771.6","XRF","2751.76762489185","ICPMS","214.718690468089","557.405208075873","ICPMS","","","8617.2","XRF","52.6402053147145","ICPMS","10.620398605771","24.4506261687508","0.811921426958682","XRF","2.89030000123022","ICPMS","13.7787316812758","2.36259745186814","6.40996873793246","0.85998687894656","5.57069927864756","0.754559071451499","62.7262362933824","14.4970103047118","152.788419024628","ICPMS","","","61.9543327007828","22.4192161383653","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2017 "," [21392] KRAMM U.(2017)  [GeoReM [10509] ]","samp. TK 70","","ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / KALKFELD COMPLEX","","-20.57","16","-20.57","16","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","TRIASSIC","","WHOLE ROCK","","","","","","","","","","52.28","0.93","","17.88","","6.95","","","","2.24","0.6","0.42","","","7.19","8.48","0","","","","","","","","","0.63","","","","","","","","","251","","","","","46","","","36","","256","","173.1","TIMS_ID","","","3426","TIMS_ID","","","","","","","1105","XRF","","","389","XRF","","","","","1884","XRF","","","138","XRF","","","188","XRF","","","","49.2","TIMS_ID","","","7.73","TIMS_ID","","","","","","","","","","","","","","","","","","","","","","","","","","0.512597","0.095","0.704124","","0.1461","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2017 "," [21392] KRAMM U.(2017)  [GeoReM [10509] ]","samp. 190907/1","","ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / KALKFELD COMPLEX","","-20.57","16","-20.57","16","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","TRIASSIC","","WHOLE ROCK","","","","","","","","","","55.21","0.82","","17.45","","7.57","","","","1.28","0.41","0.3","","","6.56","9.16","0","","","","","","","","","0.45","","","","","","","","","315","","","","","47","","","24","","112","","230","TIMS_ID","","","3090","TIMS_ID","","","","","","","2111","XRF","","","831","XRF","","","","","370","XRF","","","268","XRF","","","344","XRF","","","","71.56","TIMS_ID","","","9.21","TIMS_ID","","","","","","","","","","","","","","","","","","","","","","","","","","0.512572","0.0778","0.704412","","0.2153","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2017 "," [21392] KRAMM U.(2017)  [GeoReM [10509] ]","samp. 190907/3","","ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / KALKFELD COMPLEX","","-20.57","16","-20.57","16","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","TRIASSIC","","WHOLE ROCK","","","","","","","","","","55.23","0.69","","19.17","","6.35","","","","1.01","0.31","0.22","","","7.58","7.98","0","","","","","","","","","0.27","","","","","","","","","929","","","","","36","","","0","","127","","208.8","TIMS_ID","","","1998","TIMS_ID","","","","","","","690","XRF","","","283","XRF","","","","","274","XRF","","","134","XRF","","","171","XRF","","","","28.49","TIMS_ID","","","2.78","TIMS_ID","","","","","","","","","","","","","","","","","","","","","","","","","","0.512529","0.059","0.704719","","0.2993","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2017 "," [21392] KRAMM U.(2017)  [GeoReM [10509] ]","samp. 190907/4","","ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / KALKFELD COMPLEX","","-20.57","16","-20.57","16","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","TRIASSIC","","WHOLE ROCK","","","","","","","","","","54.96","0.8","","19.01","","5.99","","","","1.15","0.4","0.23","","","7.38","8.32","0","","","","","","","","","1.38","","","","","","","","","716","","","","","30","","","23","","127","","143.1","TIMS_ID","","","2662","TIMS_ID","","","","","","","1041","XRF","","","362","XRF","","","","","766","XRF","","","147","XRF","","","201","XRF","","","","41.17","TIMS_ID","","","5.2","TIMS_ID","","","","","","","","","","","","","","","","","","","","","","","","","","0.512565","0.0764","0.704239","","0.1554","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2017 "," [21392] KRAMM U.(2017)  [GeoReM [10509] ]","samp. PG 23","","ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / KALKFELD COMPLEX","","-20.57","16","-20.57","16","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","TRIASSIC","","WHOLE ROCK","","","","","","","","","","56.24","0.92","","15.91","","8.7","","","","1.26","0.48","0.34","","","6.92","7.42","0","","","","","","","","","0.3","","","","","","","","","228","","","","","42","","","32","","311","","240.5","TIMS_ID","","","2095","TIMS_ID","","","","","","","803","XRF","","","556","XRF","","","","","286","XRF","","","299","XRF","","","379","XRF","","","","54.35","TIMS_ID","","","3.27","TIMS_ID","","","","","","","","","","","","","","","","","","","","","","","","","","0.512499","0.0364","0.7049","","0.3321","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2017 "," [21392] KRAMM U.(2017)  [GeoReM [10509] ]","samp. NJ 160","","ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / KALKFELD COMPLEX","","-20.57","16","-20.57","16","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","TRIASSIC","","WHOLE ROCK","","","","","","","","","","55.59","0.86","","17.91","","7.62","","","","1.23","0.39","0.32","","","6.65","8.21","0","","","","","","","","","0.88","","","","","","","","","244","","","","","32","","","22","","193","","228.6","TIMS_ID","","","2329","TIMS_ID","","","","","","","1809","XRF","","","543","XRF","","","","","412","XRF","","","172","XRF","","","237","XRF","","","","44.94","TIMS_ID","","","5.49","TIMS_ID","","","","","","","","","","","","","","","","","","","","","","","","","","0.512547","0.0739","0.704698","","0.284","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2017 "," [21392] KRAMM U.(2017)  [GeoReM [10509] ]","samp. PG 06","","ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / KALKFELD COMPLEX","","-20.57","16","-20.57","16","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","TRIASSIC","","WHOLE ROCK","","","","","","","","","","54.27","0.87","","16.87","","8.17","","","","1.21","0.34","0.34","","","7.24","8.77","0","","","","","","","","","1.03","","","","","","","","","","","","","","39","","","25","","153","","190.2","TIMS_ID","","","2691","TIMS_ID","","","","","","","1512","XRF","","","466","XRF","","","","","178","XRF","","","184","XRF","","","250","XRF","","","","54.77","TIMS_ID","","","7.72","TIMS_ID","","","","","","","","","","","","","","","","","","","","","","","","","","0.512582","0.0852","0.704406","","0.2045","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2017 "," [21392] KRAMM U.(2017)  [GeoReM [10509] ]","samp. PG 25","","ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / KALKFELD COMPLEX","","-20.57","16","-20.57","16","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","TRIASSIC","","WHOLE ROCK","","","","","","","","","","54.16","0.83","","17.25","","7.6","","","","1.44","0.36","0.31","","","7.6","7.89","0","","","","","","","","","1.45","","","","","","","","","","","","","","0","","","0","","165","","176.6","TIMS_ID","","","2880","TIMS_ID","","","","","","","1458","XRF","","","471","XRF","","","","","451","XRF","","","195","XRF","","","278","XRF","","","","60.93","TIMS_ID","","","8.42","TIMS_ID","","","","","","","","","","","","","","","","","","","","","","","","","","0.512575","0.0835","0.70448","","0.1774","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2017 "," [21392] KRAMM U.(2017)  [GeoReM [10509] ]","samp. PG 37","","ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / KALKFELD COMPLEX","","-20.57","16","-20.57","16","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","TINGUAITE","","","","","TRIASSIC","","WHOLE ROCK","","","","","","","","","","53.48","0.83","","18.14","","6.94","","","","1.79","0.4","0.32","","","7.45","8.41","0","","","","","","","","","1.91","","","","","","","","","","","","","","0","","","0","","210","","209.4","TIMS_ID","","","2899","TIMS_ID","","","","","","","1225","XRF","","","432","XRF","","","","","747","XRF","","","189","XRF","","","268","XRF","","","","60.35","TIMS_ID","","","8.43","TIMS_ID","","","","","","","","","","","","","","","","","","","","","","","","","","0.512573","0.0845","0.704464","","0.2089","","","","","","","","","","","","","","","","","","","","","","","","","","","",
