Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;DRILLING DEPTH (MIN.);DRILLING DEPTH (MAX.);LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ERUPTION DAY;ERUPTION MONTH;ERUPTION YEAR;ALTERATION;ALTERATION TYPE;TYPE OF MATERIAL;MINERAL / COMPONENT;SPOT (MINERAL);CRYSTAL;RIM / CORE (MINERAL GRAINS);GRAIN SIZE;PRIMARY/SECONDARY;INCLUSION TYPE;MINERAL (INCLUSION);HOSTMINERAL (INCLUSION);HEATING;SIO2(WT%);;;;TIO2(WT%);;;;ZRO2(WT%);THO2(WT%);UO2(WT%);AL2O3(WT%);;;;CR2O3(WT%);LA2O3(WT%);CE2O3(WT%);CEO2(WT%);ND2O3(WT%);SM2O3(WT%);GD2O3(WT%);Y2O3(WT%);V2O3(WT%);V2O5(WT%);NB2O3(WT%);NB2O5(WT%);TA2O5(WT%);PR2O3(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);CAO(WT%);;;;MGO(WT%);;;;MNO(WT%);;;;BAO(WT%);SRO(WT%);NIO(WT%);ZNO(WT%);COO(WT%);RB2O(WT%);K2O(WT%);;;;NA2O(WT%);;;;P2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);C(WT%);F(WT%);CL(WT%);SO2(WT%);SO3(WT%);S(WT%);LOI(WT%);K(WT%);HE(CCMSTP/G);HE3(CCMSTP/G);HE4(CCMSTP/G);LI(PPM);;;;BE(PPM);B(PPM);F(PPM);S(PPM);CL(PPM);AR40(CCMSTP/G);AR40(MOL/G);CA(PPM);SC(PPM);;;;TI(PPM);V(PPM);;;;CR(PPM): altern. values or methods;;;;MN(PPM);FE(PPM);CO(PPM);NI(PPM);CU(PPM): altern. values or methods;;;;ZN(PPM): altern. values or methods;;;;GA(PPM);GE(PPM);AS(PPM);BR(PPM): altern. values or methods;;;;RB(PPM): altern. values or methods;;;;;;SR(PPM): altern. values or methods;;;;;;Y(PPM): altern. values or methods;;;;ZR(PPM): altern. values or methods;;;;NB(PPM): altern. values or methods;;;;MO(PPM);RU(PPB);RH(PPB);PD(PPB);CD(PPM);SN(PPM);SB(PPM);CS(PPM);BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM): altern. values or methods;;;;PR(PPM);ND(PPM): altern. values or methods;;;;SM(PPM): altern. values or methods;;;;EU(PPM);GD(PPM);TB(PPM);DY(PPM);HO(PPM);ER(PPM);TM(PPM);YB(PPM);LU(PPM): altern. values or methods;;;;HF(PPM): altern. values or methods;;;;TA(PPM);W(PPM);RE(PPB);RE(PPT);OS(PPB);OS(PPT);IR(PPB);PT(PPB);AU(PPB);TL(PPM);PB(PPM): altern. values or methods;;;;PB210_ACT(DPM/G);BI(PPM);RA226_ACT(DPM/G);TH(PPM): altern. values or methods;;;;;;U(PPM): altern. values or methods;;;;;;ND143_ND144;ND143_ND144_INI;EPSILON_ND;EPSILON_ND_INI;ND145_ND144;SM147_ND144;SR84_SR86;SR84_SR88;SR87_SR86;SR87_SR86_INI;EPSILON_SR_INI;RB87_SR86;PB206_PB204;PB206_PB204_INI;PB206_PB207;PB206_PB208;PB207_PB204;PB207_PB204_INI;PB207_PB206;PB208_PB204;PB208_PB204_INI;PB208_PB206;OS187_OS188;RE187_OS188;HF176_HF177;HF176_HF177_INI;EPSILON_HF;EPSILON_HF_INI;LU176_HF177;HE3_HE4(R/R(A));HE4_HE3;PB206_U238;PB207_U235;PB208_TH232;PB210_RA226_ACT;PB210_U238;RA226_TH230_ACT;TH230_TH232_ACT;TH230_U238_ACT;TH232_PB204;TH232_U238;U238_PB204;U238_PB206;D7LI(PER MIL);D7LI(VS LSVEC);D11B(PER MIL);D11B(VS NBS951);D13C(PER MIL);D13C(VS PDB);D13C(VS VPDB);D18O(PER MIL);D18O(VS SMOW): altern. values or methods;;;;;;D18O(VS VSMOW);D25MG(VS DSM3);D26MG(VS DSM3);D56FE(VS IRMM-014);D57FE(VS IRMM-014);MY_W182(VS NBS3163): altern. values or methods;;;;MY_W183(VS NBS3163);MY_W184(VS NBS3163);ALBITE(MOL%);ANORTHITE(MOL%);ENSTATITE(MOL%);FAYALITE(MOL%);FORSTERITE(MOL%);FERROSILITE(MOL%);(AL)KALIFELDSPAR(MOL%);LARNITE(MOL%);MAGNETITE(MOL%);NEPHELINE(MOL%);ORTHOCLASE(MOL%);QUARTZ(MOL%);TEPHROITE(MOL%);ULVOSPINEL(MOL%);WOLLASTONITE(MOL%);AGE(KA);AGE(MA): altern. values or methods;;;;AGE_PB207_PB206(MA);AGE_PB207_U235(MA);AGE_PB206_U238(MA);AGE_PB208_TH232(MA);
1966;[406] SOMAYAJULU B. L. K. (1966);samp. HMC-2;4774;HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES;;21.34;-157.85;21.34;-157.85;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2;;;6.84;MS_ID;;;;;2.2;MS_ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1966;[406] SOMAYAJULU B. L. K. (1966);samp. HMC-7;4775;HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES;;21.34;-157.85;21.34;-157.85;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.01;;;7.41;MS_ID;;;;;2.14;MS_ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;[713] GERLACH D. C. (1987);samp. UC-FN-18;;FERNANDO DE NORONHA ARCHIPELAGO / FERNANDO DE NORONHA / QUIXABA FORMATION;;-3.85;-32.42;-3.85;-32.42;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1810;;;;;;;;;
1987;[713] GERLACH D. C. (1987);samp. UC-FN-20;;FERNANDO DE NORONHA ARCHIPELAGO / FERNANDO DE NORONHA / QUIXABA FORMATION;;-3.85;-32.42;-3.85;-32.42;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6640;;;;;;;;;
1987;[713] GERLACH D. C. (1987);samp. 18;;FERNANDO DE NORONHA ARCHIPELAGO / FERNANDO DE NORONHA / QUIXABA FORMATION;;-3.85;-32.42;-3.85;-32.42;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57.2;TIMS_ID;;;;;1438;TIMS_ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;73.9;TIMS_ID;;;13.5;TIMS_ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.512822;;;;;;;;0.70388;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;[713] GERLACH D. C. (1987);samp. 20;;FERNANDO DE NORONHA ARCHIPELAGO / FERNANDO DE NORONHA / QUIXABA FORMATION;;-3.85;-32.42;-3.85;-32.42;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56.2;TIMS_ID;;;;;1641;TIMS_ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91.4;TIMS_ID;;;16.2;TIMS_ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.512812;;;;;;;;0.70397;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1986;[717] CORNEN G. (1986);samp. FN59;;FERNANDO DE NORONHA ARCHIPELAGO / FERNANDO DE NORONHA;;-3.85;-32.42;-3.85;-32.42;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;38.61;NOT;;;3.33;NOT;;;;;;14.9;NOT;;;;;;;;;;;;;;;;;11.89;;;;12.95;NOT;;;4.9;NOT;;;0.21;NOT;;;;;;;;;1.35;NOT;;;3.59;NOT;;;1.49;;;;;;;;;;;5.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1988;[726] GERLACH D. C. (1988);samp. ZM55;17234;CAPE VERDE ISLANDS / MAIO / MALHADRA PEDRA FORMATION;;15.15;-23.2;15.15;-23.2;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;XRF;;;;;1256;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.512903;;;;;;;;0.703248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1988;[726] GERLACH D. C. (1988);samp. NI126;;CAPE VERDE ISLANDS / SANTIAGO / BASEMENT COMPLEX;;14.9;-24.3;14.9;-24.3;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;;;;;;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;XRF;;;;;1340;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.512778;;;;;;;;0.70341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1987;[792] HAWKINS J. W. JR. (1987);samp. 95-BMR-036;27896;DECCAN / NORTHERN DECCAN;BARMER (SARNU-DANDALI) COMPLEX;25.72;71.42;25.72;72.42;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;MICROPORPHYRITIC, FINE-GRAINED GROUNDMASS;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;6;PHENOCRYST;CORE;;PRIMARY;;;;;37.83;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.34;0.34;XRF;;;40.95;XRF;;;0.29;XRF;;;;;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78.2;;;;;;;;;;;;;;;;;;;;
1987;[792] HAWKINS J. W. JR. (1987);samp. 95-BMR-036;27896;DECCAN / NORTHERN DECCAN;BARMER (SARNU-DANDALI) COMPLEX;25.72;71.42;25.72;72.42;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;MICROPORPHYRITIC, FINE-GRAINED GROUNDMASS;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;7;PHENOCRYST;RIM;;PRIMARY;;;;;38;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.77;0.36;XRF;;;41.19;XRF;;;0.33;XRF;;;;;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78.8;;;;;;;;;;;;;;;;;;;;
1987;[792] HAWKINS J. W. JR. (1987);samp. 95-BMR-036;27896;DECCAN / NORTHERN DECCAN;BARMER (SARNU-DANDALI) COMPLEX;25.72;71.42;25.72;72.42;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;MICROPORPHYRITIC, FINE-GRAINED GROUNDMASS;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;8;PHENOCRYST;CORE;;PRIMARY;;;;;37.83;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.34;0.34;XRF;;;40.95;XRF;;;0.29;XRF;;;;;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78.2;;;;;;;;;;;;;;;;;;;;
1987;[792] HAWKINS J. W. JR. (1987);samp. 95-BMR-036;27896;DECCAN / NORTHERN DECCAN;BARMER (SARNU-DANDALI) COMPLEX;25.72;71.42;25.72;72.42;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;MICROPORPHYRITIC, FINE-GRAINED GROUNDMASS;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;9;PHENOCRYST;RIM;;PRIMARY;;;;;38;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.77;0.36;XRF;;;41.19;XRF;;;0.32;XRF;;;;;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78.8;;;;;;;;;;;;;;;;;;;;
1987;[792] HAWKINS J. W. JR. (1987);samp. 95-BMR-036;27896;DECCAN / NORTHERN DECCAN;BARMER (SARNU-DANDALI) COMPLEX;25.72;71.42;25.72;72.42;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;MICROPORPHYRITIC, FINE-GRAINED GROUNDMASS;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;10;PHENOCRYST;CORE;;PRIMARY;;;;;37.88;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.64;0.34;XRF;;;40.7;XRF;;;0.26;XRF;;;;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77.9;;;;;;;;;;;;;;;;;;;;
1987;[792] HAWKINS J. W. JR. (1987);samp. 95-BMR-036;27896;DECCAN / NORTHERN DECCAN;BARMER (SARNU-DANDALI) COMPLEX;25.72;71.42;25.72;72.42;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;MICROPORPHYRITIC, FINE-GRAINED GROUNDMASS;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;11;PHENOCRYST;RIM;;PRIMARY;;;;;38.14;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.26;0.37;XRF;;;41.6;XRF;;;0.29;XRF;;;;;0.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79.4;;;;;;;;;;;;;;;;;;;;
1987;[792] HAWKINS J. W. JR. (1987);samp. 95-BMR-036;27896;DECCAN / NORTHERN DECCAN;BARMER (SARNU-DANDALI) COMPLEX;25.72;71.42;25.72;72.42;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;MICROPORPHYRITIC, FINE-GRAINED GROUNDMASS;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;12;GROUNDMASS;;;PRIMARY;;;;;38.43;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.7;0.43;XRF;;;41.76;XRF;;;0.25;XRF;;;;;0.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79.9;;;;;;;;;;;;;;;;;;;;
1987;[792] HAWKINS J. W. JR. (1987);samp. 95-BMR-036;27896;DECCAN / NORTHERN DECCAN;BARMER (SARNU-DANDALI) COMPLEX;25.72;71.42;25.72;72.42;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;MICROPORPHYRITIC, FINE-GRAINED GROUNDMASS;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PLAGIOCLASE;11;PHENOCRYST;CORE;;PRIMARY;;;;;48.89;XRF;;;0.13;XRF;;;;;;32.25;XRF;;;;;;;;;;;;;;;;;;;;0.6;15.83;XRF;;;0.1;XRF;;;;;;;;;;;;;0.18;XRF;;;2.87;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.6;74.5;;;;;;;;;1;;;;;;;;;;;;;;
1987;[792] HAWKINS J. W. JR. (1987);samp. 95-BMR-036;27896;DECCAN / NORTHERN DECCAN;BARMER (SARNU-DANDALI) COMPLEX;25.72;71.42;25.72;72.42;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;MICROPORPHYRITIC, FINE-GRAINED GROUNDMASS;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PLAGIOCLASE;12;PHENOCRYST;RIM;;PRIMARY;;;;;47.61;XRF;;;0.15;XRF;;;;;;32.39;XRF;;;;;;;;;;;;;;;;;;;;0.8;16.23;XRF;;;0.12;XRF;;;;;;;;;;;;;0.19;XRF;;;2.52;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.7;77.3;;;;;;;;;1;;;;;;;;;;;;;;
1987;[792] HAWKINS J. W. JR. (1987);samp. 95-BMR-036;27896;DECCAN / NORTHERN DECCAN;BARMER (SARNU-DANDALI) COMPLEX;25.72;71.42;25.72;72.42;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;MICROPORPHYRITIC, FINE-GRAINED GROUNDMASS;;;;;;;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PLAGIOCLASE;13;GROUNDMASS;;;PRIMARY;;;;;52.7;XRF;;;0.26;XRF;;;;;;28.87;XRF;;;;;;;;;;;;;;;;;;;;1.01;12.2;XRF;;;0.22;XRF;;;;;;;;;;;;;0.35;XRF;;;4.41;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.7;59.2;;;;;;;;;2;;;;;;;;;;;;;;
1991;[900] HOERNLE K. A. (1991);samp. LLC22;;CANARY ISLANDS / GRAN CANARIA / LOS LLANOS FORMATION;;28;-15.6;28;-15.6;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;;;;;PLIOCENE;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;XRF;;;;;1333;XRF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88;INAA;;;15.5;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.97;TIMS_ID;;;;;;10.14;TIMS_ID;;;;;2.42;TIMS_ID;;;;;;0.512957;;;;;;;;0.703104;;;;19.567;;;;15.605;;;39.518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1991;[900] HOERNLE K. A. (1991);samp. LL1415;11641;CANARY ISLANDS / GRAN CANARIA / LOS LLANOS FORMATION;;28;-15.6;28;-15.6;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;MELILITITE;;;;;PLIOCENE;;;;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32.7;TIMS_ID;;;;;1351;TIMS_ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104.53;TIMS_ID;;;18.78;TIMS_ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.58;TIMS_ID;;;;;;10.13;TIMS_ID;;;;;2.52;TIMS_ID;;;;;;0.51293;;;;;;;;0.703117;;;;19.329;;;;15.568;;;39.126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
