Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;DRILLING DEPTH (MIN.);DRILLING DEPTH (MAX.);LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ERUPTION YEAR;ALTERATION;ALTERATION TYPE;TYPE OF MATERIAL;MINERAL / COMPONENT;SPOT (MINERAL);CRYSTAL;RIM / CORE (MINERAL GRAINS);PRIMARY/SECONDARY;SIO2(WT%);TIO2(WT%);AL2O3(WT%);CR2O3(WT%);V2O3(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);CAO(WT%);MGO(WT%);MNO(WT%);BAO(WT%);NIO(WT%);K2O(WT%);;;;;;;;NA2O(WT%);P2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);F(WT%);LOI(WT%);K(WT%);;;;HE(CCMSTP/G);BE(PPM);F(PPM);;;;NE22(CCMSTP/G);S(PPM);CL(PPM);AR36(CCMSTP/G);AR40(MOL/G): altern. values or methods;;;;SC(PPM): altern. values or methods;;;;V(PPM): altern. values or methods;;;;CR(PPM): altern. values or methods;;;;MN(PPM);CO(PPM): altern. values or methods;;;;NI(PPM): altern. values or methods;;;;CU(PPM): altern. values or methods;;;;ZN(PPM): altern. values or methods;;;;GA(PPM);GE(PPM);AS(PPM);RB(PPM): altern. values or methods;;;;SR(PPM): altern. values or methods;;;;Y(PPM): altern. values or methods;;;;ZR(PPM): altern. values or methods;;;;NB(PPM);MO(PPM);CD(PPM);SN(PPM);SB(PPM);TE(PPM);CS(PPM);BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM);PR(PPM);ND(PPM): altern. values or methods;;;;SM(PPM): altern. values or methods;;;;EU(PPM);GD(PPM);TB(PPM);DY(PPM);HO(PPM);ER(PPM);TM(PPM);YB(PPM);LU(PPM);HF(PPM);TA(PPM);W(PPM);RE(PPT): altern. values or methods;;;;AU(PPB);TL(PPM);PB(PPM);BI(PPM);TH(PPM);U(PPM);ND143_ND144;SM147_ND144;SR87_SR86;RB87_SR86;PB206_PB204;PB207_PB204;PB208_PB204;PB208_PB206;HE3_HE4(R/R(A));AR38_AR36;AR40_AR36;KR78_KR84;KR80_KR84;KR82_KR84;KR83_KR84;KR86_KR84;XE124_XE132;XE126_XE132;XE128_XE132;XE129_XE132;XE130_XE132;XE131_XE132;XE134_XE132;XE136_XE132;TH230_TH232_ACT;U238_TH232_ACT;D18O(PER MIL);D18O(VS SMOW);D18O(VS VSMOW);D34S(VS CDT);DD(VS VSMOW);ALBITE(MOL%);ANORTHITE(MOL%);FORSTERITE(MOL%);MAGNETITE(MOL%);ORTHOCLASE(MOL%);ULVOSPINEL(MOL%);AGE(KA);AGE(MA);
2003;[7709] LAPIERRE H. (2003);samp. PG96-37;;NORTH AMERICAN CORDILLERA - PALEOZOIC / CANADIAN CORDILLERA / BRITISH COLUMBIA / MOUNT BOWRON;SLIDE MOUNTAIN TERRAIN;53.8;-122.2;53.8;-122.2;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;PERMIAN;;;;LOW-GRADE METAMORPHISM;WHOLE ROCK;;;;;;50.77;1.77;13.65;;;11.93;;;;10.53;6.34;0.19;;;0.71;NOT;;;;;;;3.63;0.2;;;;;;5.53;;;;;;;;;;;;;;;;;;;33.6;NOT;;;277.5;NOT;;;160.3;NOT;;;;;;;;72.6;NOT;;;;;;;;;;;;;;11.99;ICPMS;;;159;ICPMS;;;;;;;117;ICPMS;;;12.9;;;;;;;456;ICPMS;;;9.39;ICPMS;;;23.6;3.14;15;ICPMS;;;4.01;ICPMS;;;1.37;5.08;0.81;5.55;1.11;3.01;0.43;2.73;0.43;3.1;0.83;;;;;;;;0.86;;1;0.29;0.512953;0.201;;;18.571;15.597;38.412;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2003;[7709] LAPIERRE H. (2003);samp. PG96-11C;156325;NORTH AMERICAN CORDILLERA - MESOZOIC / CANADIAN CORDILLERA / BRITISH COLUMBIA / CACHE CREEK TERRANE - SOWCHEA SUCCESSION;PINCHI FAULT SYSTEM;54.4;-124;54.6;-124.5;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;;;;PERMIAN;;;;LOW-GRADE METAMORPHISM, CLINOPYROXENE REPLACED BY ACTINOLITE AND PLAGIOCLASE BY ALBITE, VESICLES FILLED WITH CALCITE, PUMPELLYITE AND CLINOZOISITE;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.392;15.68;38.734;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;[8074] HARE A. G. (2005);samp. T50A;;AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE;WERRIBEE PLAINS, DDH TRU50;-37.8333;144.6667;-37.9;144.8333;;;DRILL HOLE ;29.9;29.9;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;BASALTIC;;;;;;;;WHOLE ROCK;;;;;;52.55;1.68;13.78;;;;;10.65;;8.18;8.1;0.17;;;0.85;XRF;;;;;;;2.87;0.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;[8185] JONASSON K. (2005);samp. KK 51;;ICELAND / ICELAND / NORTHERN ICELAND RIFT ZONE;HEIDHARSPORDHUR RIDGE, NORTH OF KRAFLA VOLCANO;65.5;-16.9;65.5;-16.9;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;BASALTIC;;;;;;;;WHOLE ROCK;;;;;;51.15;1.44;14.72;;;;;11.29;;10.94;6.7;0.19;;;0.36;ICPAES;;;;;;;2.78;0.32;;;;;;;;;;;;;;;;;;;;;;;;;35.4;ICPAES;;;243;ICPAES;;;78;ICPAES;;;;54;ICPAES;;;81;ICPAES;;;173;ICPAES;;;104;ICPAES;;;;;;5;ICPAES;;;136;ICPAES;;;35.9;ICPAES;;;148;ICPAES;;;;;;;;;;76;ICPAES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.39;;;;;;;;;;;;;
2005;[8185] JONASSON K. (2005);samp. KK 52;;ICELAND / ICELAND / NORTHERN ICELAND RIFT ZONE;HEIDHARSPORDHUR RIDGE, NORTH OF KRAFLA VOLCANO;65.5;-16.9;65.5;-16.9;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;BASALTIC;;;;;;;;WHOLE ROCK;;;;;;52.94;1.13;15.02;;;;;10.57;;10.74;6.28;0.18;;;0.38;ICPAES;;;;;;;2.48;0.18;;;;;;;;;;;;;;;;;;;;;;;;;37.5;ICPAES;;;246;ICPAES;;;59;ICPAES;;;;48;ICPAES;;;69;ICPAES;;;156;ICPAES;;;87;ICPAES;;;;;;5.3;ICPAES;;;112;ICPAES;;;29.2;ICPAES;;;125;ICPAES;;;;;;;;;;77;ICPAES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;[8185] JONASSON K. (2005);samp. KK 74;;ICELAND / ICELAND / NORTHERN ICELAND RIFT ZONE;HEIDHARSPORDHUR RIDGE, NORTH OF KRAFLA VOLCANO;65.5;-16.9;65.5;-16.9;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;BASALTIC;;;;;;;;WHOLE ROCK;;;;;;52.51;1.17;14.8;;;;;11.16;;10.57;6.25;0.19;;;0.37;ICPAES;;;;;;;2.67;0.22;;;;;;;;;;;;;;;;;;;;;;;;;36.5;ICPAES;;;239;ICPAES;;;70;ICPAES;;;;50;ICPAES;;;67;ICPAES;;;139;ICPAES;;;101;ICPAES;;;;;;5.4;ICPAES;;;118;ICPAES;;;33;ICPAES;;;141;ICPAES;;;;;;;;;;77;ICPAES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;[8185] JONASSON K. (2005);samp. KK 90;;ICELAND / ICELAND / NORTHERN ICELAND RIFT ZONE;HEIDHARSPORDHUR RIDGE, NORTH OF KRAFLA VOLCANO;65.5;-16.9;65.5;-16.9;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;BASALTIC;;;;;;;;WHOLE ROCK;;;;;;51.6;1.38;14.66;;;;;12.06;;10.1;6.05;0.21;;;0.39;ICPAES;;;;;;;3.17;0.27;;;;;;;;;;;;0.67;;;;;;;;;;;;;34.4;ICPAES;;;250;ICPAES;262;ICPMS;23;ICPAES;31.4;ICPMS;;55;ICPAES;44.9;ICPMS;56;ICPAES;69;ICPMS;169;ICPAES;114;ICPMS;108;ICPAES;116;ICPMS;20.8;;0.16;5.6;ICPAES;7.12;ICPMS;128;ICPAES;141;ICPMS;36.2;ICPAES;38.5;ICPMS;151;ICPAES;161;ICPMS;12.6;0.71;0.15;2.05;0.1;;0.19;85;ICPAES;77.4;ICPMS;12.96;ICPMS;;;30.89;4.06;18.77;ICPMS;;;4.93;ICPMS;;;1.67;5.3;0.96;6.2;1.5;3.77;0.6;3.98;0.64;3.96;0.93;0.17;;;;;;0.06;1.56;0.03;0.87;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;[8185] JONASSON K. (2005);samp. KK 78;;ICELAND / ICELAND / NORTHERN ICELAND RIFT ZONE;HEIDHARSPORDHUR RIDGE, NORTH OF KRAFLA VOLCANO;65.5;-16.9;65.5;-16.9;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;BASALTIC;;;;;;;;WHOLE ROCK;;;;;;52.54;1.33;15.23;;;;;11.08;;10.03;5.78;0.19;;;0.46;ICPAES;;;;;;;2.93;0.32;;;;;;;;;;;;;;;;;;;;;;;;;33.3;ICPAES;;;222;ICPAES;;;86;ICPAES;;;;49;ICPAES;;;69;ICPAES;;;142;ICPAES;;;102;ICPAES;;;;;;6.9;ICPAES;;;131;ICPAES;;;39.7;ICPAES;;;185;ICPAES;;;;;;;;;;100;ICPAES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;[8185] JONASSON K. (2005);samp. KK 87A;;ICELAND / ICELAND / NORTHERN ICELAND RIFT ZONE;HEIDHARSPORDHUR RIDGE, NORTH OF KRAFLA VOLCANO;65.5;-16.9;65.5;-16.9;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;BASALTIC;;;;;;;;WHOLE ROCK;;;;;;52.46;1.7;14.7;;;;;11.62;;9.69;5.6;0.2;;;0.48;ICPAES;;;;;;;3.04;0.42;;;;;;;;;;;;;;;;;;;;;;;;;32.9;ICPAES;;;231;ICPAES;;;48;ICPAES;;;;52;ICPAES;;;65;ICPAES;;;177;ICPAES;;;109;ICPAES;;;;;;6.9;ICPAES;;;149;ICPAES;;;43.6;ICPAES;;;193;ICPAES;;;;;;;;;;103;ICPAES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;[8185] JONASSON K. (2005);samp. KK 48;;ICELAND / ICELAND / NORTHERN ICELAND RIFT ZONE;HEIDHARSPORDHUR RIDGE, NORTH OF KRAFLA VOLCANO;65.5;-16.9;65.5;-16.9;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;BASALTIC;;;;;;;;WHOLE ROCK;;;;;;54.65;1.28;15.28;;;;;10.45;;9.33;5.01;0.17;;;0.53;ICPAES;;;;;;;2.97;0.23;;;;;;;;;;;;;;;;;;;;;;;;;32.2;ICPAES;;;233;ICPAES;;;30;ICPAES;;;;46;ICPAES;;;53;ICPAES;;;168;ICPAES;;;96;ICPAES;;;;;;8.1;ICPAES;;;128;ICPAES;;;34.7;ICPAES;;;171;ICPAES;;;;;;;;;;113;ICPAES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.22;;;;;;;;;;;;;
2005;[8185] JONASSON K. (2005);samp. KK 75;;ICELAND / ICELAND / NORTHERN ICELAND RIFT ZONE;HEIDHARSPORDHUR RIDGE, NORTH OF KRAFLA VOLCANO;65.5;-16.9;65.5;-16.9;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;TRACHYTIC HYPOCRYSTALLINE;HIGHLY VESICULAR;;;;;;;;WHOLE ROCK;;;;;;54.77;1.43;15.2;;;;;11.09;;8.85;4.47;0.18;;;0.62;ICPAES;;;;;;;3.04;0.24;;;;;;;;;;;;;;;;;;;;;;;;;30.5;ICPAES;;;269;ICPAES;;;28;ICPAES;;;;45;ICPAES;;;43;ICPAES;;;129;ICPAES;;;103;ICPAES;;;;;;8.9;ICPAES;;;135;ICPAES;;;37;ICPAES;;;195;ICPAES;;;;;;;;;;129;ICPAES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;[8185] JONASSON K. (2005);samp. KK 49;;ICELAND / ICELAND / NORTHERN ICELAND RIFT ZONE;HEIDHARSPORDHUR RIDGE, NORTH OF KRAFLA VOLCANO;65.5;-16.9;65.5;-16.9;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;TRACHYTIC HYPOCRYSTALLINE;HIGHLY VESICULAR;;;;;;;;WHOLE ROCK;;;;;;56.73;1.3;14.74;;;;;10.26;;8.04;3.86;0.17;;;0.79;ICPAES;;;;;;;3.63;0.36;;;;;;;;;;;;;;;;;;;;;;;;;24.7;ICPAES;;;183;ICPAES;;;28;ICPAES;;;;41;ICPAES;;;37;ICPAES;;;104;ICPAES;;;104;ICPAES;;;;;;11.9;ICPAES;;;145;ICPAES;;;44.4;ICPAES;;;247;ICPAES;;;;;;;;;;155;ICPAES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;[8185] JONASSON K. (2005);samp. KK 53;;ICELAND / ICELAND / NORTHERN ICELAND RIFT ZONE;HEIDHARSPORDHUR RIDGE, NORTH OF KRAFLA VOLCANO;65.5;-16.9;65.5;-16.9;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;TRACHYTIC HYPOCRYSTALLINE;HIGHLY VESICULAR;;;;;;;;WHOLE ROCK;;;;;;56.6;1.42;14.66;;;;;10.95;;7.84;3.64;0.17;;;0.76;ICPAES;;;;;;;3.53;0.31;;;;;;;;;;;;;;;;;;;;;;;;;25.9;ICPAES;;;254;ICPAES;;;17;ICPAES;;;;43;ICPAES;;;33;ICPAES;;;104;ICPAES;;;105;ICPAES;;;;;;12.2;ICPAES;;;144;ICPAES;;;41.2;ICPAES;;;238;ICPAES;;;;;;;;;;154;ICPAES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;[8185] JONASSON K. (2005);samp. KK 86;;ICELAND / ICELAND / NORTHERN ICELAND RIFT ZONE;HEIDHARSPORDHUR RIDGE, NORTH OF KRAFLA VOLCANO;65.5;-16.9;65.5;-16.9;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;TRACHYTIC HYPOCRYSTALLINE;HIGHLY VESICULAR;;;;;;;;WHOLE ROCK;;;;;;56.8;1.37;15.54;;;;;10.07;;7.96;3.59;0.16;;;0.75;ICPAES;;;;;;;3.35;0.29;;;;;;;;;;;;1.07;;;;;;;;;;;;;25.9;ICPAES;;;207;ICPAES;296;ICPMS;13;ICPAES;14.5;ICPMS;;42;ICPAES;36.1;ICPMS;35;ICPAES;28.4;ICPMS;127;ICPAES;83.9;ICPMS;97;ICPAES;115;ICPMS;22.2;;0.36;10.8;ICPAES;14.6;ICPMS;143;ICPAES;165;ICPMS;40.1;ICPAES;42.3;ICPMS;226;ICPAES;246;ICPMS;16.1;1.16;0.17;2.03;0.13;;0.28;152;ICPAES;148;ICPMS;21.34;ICPMS;;;47.07;5.85;25.48;ICPMS;;;5.96;ICPMS;;;1.85;6.32;1.11;7;1.61;4.07;0.63;4.35;0.72;6.12;1.27;0.33;;;;;;0.05;2.26;0.04;1.77;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;4.12;;;;;;;;;;;;;
2005;[8185] JONASSON K. (2005);samp. KK 47;;ICELAND / ICELAND / NORTHERN ICELAND RIFT ZONE;HEIDHARSPORDHUR RIDGE, NORTH OF KRAFLA VOLCANO;65.5;-16.9;65.5;-16.9;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;TRACHYTIC HYPOCRYSTALLINE;HIGHLY VESICULAR;;;;;;;;WHOLE ROCK;;;;;;56.35;1.46;15.48;;;;;10.78;;7.67;3.53;0.17;;;0.76;ICPAES;;;;;;;3.4;0.28;;;;;;;;;;;;;;;;;;;;;;;;;26.6;ICPAES;;;282;ICPAES;;;14;ICPAES;;;;42;ICPAES;;;30;ICPAES;;;121;ICPAES;;;104;ICPAES;;;;;;11.1;ICPAES;;;143;ICPAES;;;40.3;ICPAES;;;223;ICPAES;;;;;;;;;;154;ICPAES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;[8185] JONASSON K. (2005);samp. KK 72;;ICELAND / ICELAND / NORTHERN ICELAND RIFT ZONE;HEIDHARSPORDHUR RIDGE, NORTH OF KRAFLA VOLCANO;65.5;-16.9;65.5;-16.9;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;TRACHYTIC HYPOCRYSTALLINE;HIGHLY VESICULAR;;;;;;;;WHOLE ROCK;;;;;;56.14;1.51;15.24;;;;;11;;7.94;3.53;0.17;;;0.72;ICPAES;;;;;;;3.36;0.28;;;;;;;;;;;;;;;;;;;;;;;;;27.7;ICPAES;;;282;ICPAES;;;11;ICPAES;;;;44;ICPAES;;;33;ICPAES;;;134;ICPAES;;;103;ICPAES;;;;;;11;ICPAES;;;143;ICPAES;;;41;ICPAES;;;228;ICPAES;;;;;;;;;;152;ICPAES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;[8185] JONASSON K. (2005);samp. KK 50;;ICELAND / ICELAND / NORTHERN ICELAND RIFT ZONE;HEIDHARSPORDHUR RIDGE, NORTH OF KRAFLA VOLCANO;65.5;-16.9;65.5;-16.9;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;TRACHYTIC HYPOCRYSTALLINE;HIGHLY VESICULAR;;;;;;;;WHOLE ROCK;;;;;;57.48;1.34;14.87;;;;;9.97;;7.73;3.46;0.17;;;0.8;ICPAES;;;;;;;3.74;0.34;;;;;;;;;;;;;;;;;;;;;;;;;24;ICPAES;;;187;ICPAES;;;15;ICPAES;;;;40;ICPAES;;;29;ICPAES;;;111;ICPAES;;;101;ICPAES;;;;;;13;ICPAES;;;148;ICPAES;;;42.7;ICPAES;;;246;ICPAES;;;;;;;;;;170;ICPAES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;[8185] JONASSON K. (2005);samp. KK 35;;ICELAND / ICELAND / NORTHERN ICELAND RIFT ZONE;HEIDHARSPORDHUR RIDGE, NORTH OF KRAFLA VOLCANO;65.5;-16.9;65.5;-16.9;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;TRACHYTIC HYPOCRYSTALLINE;HIGHLY VESICULAR;;;;;;;;WHOLE ROCK;;;;;;57.57;1.35;15.59;;;;;9.56;;7.61;3.26;0.16;;;0.82;ICPAES;;;;;;;3.65;0.33;;;;;;;;;;;;;;;;;;;;;;;;;24.1;ICPAES;;;187;ICPAES;;;12;ICPAES;;;;37;ICPAES;;;26;ICPAES;;;116;ICPAES;;;100;ICPAES;;;;;;12.9;ICPAES;;;151;ICPAES;;;44.3;ICPAES;;;254;ICPAES;;;;;;;;;;172;ICPAES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;[8185] JONASSON K. (2005);samp. KK 54;;ICELAND / ICELAND / NORTHERN ICELAND RIFT ZONE;HEIDHARSPORDHUR RIDGE, NORTH OF KRAFLA VOLCANO;65.5;-16.9;65.5;-16.9;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;TRACHYTIC HYPOCRYSTALLINE;HIGHLY VESICULAR;;;;;;;;WHOLE ROCK;;;;;;58.44;1.33;15.33;;;;;9.42;;7.37;3.09;0.16;;;0.85;ICPAES;;;;;;;3.59;0.33;;;;;;;;;;;;;;;;;;;;;;;;;22.3;ICPAES;;;183;ICPAES;;;11;ICPAES;;;;37;ICPAES;;;25;ICPAES;;;107;ICPAES;;;95;ICPAES;;;;;;13.3;ICPAES;;;144;ICPAES;;;43.7;ICPAES;;;256;ICPAES;;;;;;;;;;170;ICPAES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;[8185] JONASSON K. (2005);samp. KK 84;;ICELAND / ICELAND / NORTHERN ICELAND RIFT ZONE;HEIDHARSPORDHUR RIDGE, NORTH OF KRAFLA VOLCANO;65.5;-16.9;65.5;-16.9;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;TRACHYTIC HYPOCRYSTALLINE;HIGHLY VESICULAR;;;;;;;;WHOLE ROCK;;;;;;59.02;1.27;14.9;;;;;9.13;;7.08;2.95;0.16;;;0.93;ICPAES;;;;;;;4.09;0.36;;;;;;;;;;;;;;;;;;;;;;;;;21.6;ICPAES;;;158;ICPAES;;;14;ICPAES;;;;34;ICPAES;;;24;ICPAES;;;103;ICPAES;;;99;ICPAES;;;;;;15.3;ICPAES;;;158;ICPAES;;;45.6;ICPAES;;;285;ICPAES;;;;;;;;;;188;ICPAES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;[8185] JONASSON K. (2005);samp. KK 81;;ICELAND / ICELAND / NORTHERN ICELAND RIFT ZONE;HEIDHARSPORDHUR RIDGE, NORTH OF KRAFLA VOLCANO;65.5;-16.9;65.5;-16.9;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;TRACHYTIC HYPOCRYSTALLINE;HIGHLY VESICULAR;;;;;;;;WHOLE ROCK;;;;;;59.07;1.3;15.53;;;;;9.03;;6.86;2.75;0.15;;;0.94;ICPAES;;;;;;;3.93;0.33;;;;;;;;;;;;;;;;;;;;;;;;;20.4;ICPAES;;;163;ICPAES;;;12;ICPAES;;;;35;ICPAES;;;22;ICPAES;;;89;ICPAES;;;99;ICPAES;;;;;;14.4;ICPAES;;;156;ICPAES;;;46.4;ICPAES;;;277;ICPAES;;;;;;;;;;196;ICPAES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2005;[8185] JONASSON K. (2005);samp. KK 46;;ICELAND / ICELAND / NORTHERN ICELAND RIFT ZONE;HEIDHARSPORDHUR RIDGE, NORTH OF KRAFLA VOLCANO;65.5;-16.9;65.5;-16.9;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;TRACHYTIC HYPOCRYSTALLINE;HIGHLY VESICULAR;;;;;;;;WHOLE ROCK;;;;;;59.57;1.29;15.28;;;;;8.8;;6.77;2.72;0.15;;;0.96;ICPAES;;;;;;;3.99;0.35;;;;;;;;;;;;1.62;;;;;;;;;;;;;20;ICPAES;;;160;ICPAES;167;ICPMS;15;ICPAES;6.56;ICPMS;;34;ICPAES;28.5;ICPMS;24;ICPAES;31.4;ICPMS;82;ICPAES;61.5;ICPMS;99;ICPAES;104;ICPMS;22.8;;0.55;15.6;ICPAES;19.1;ICPMS;156;ICPAES;177;ICPMS;46.1;ICPAES;46;ICPMS;284;ICPAES;308;ICPMS;19.9;1.79;0.14;2.64;0.46;;0.35;197;ICPAES;193;ICPMS;26.3;ICPMS;;;59.62;7.04;29.07;ICPMS;;;7.21;ICPMS;;;2.07;7.1;1.18;7.22;1.76;4.38;0.73;4.53;0.7;7.7;1.63;0.43;;;;;;0.1;2.86;0.07;2.43;0.81;;;;;;;;;;;;;;;;;;;;;;;;;;;4.18;;;;;;;;;;;;;
1997;[8247] PRICE R. C. (1997);samp. F1-333;;AUSTRALIA / EASTERN AUSTRALIAN CENOZOIC VOLCANIC ZONE / VICTORIA / NEWER VOLCANIC PROVINCE;;-37;140;-38.5;142;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ICELANDITE;;BASALTIC;;;;;;;;WHOLE ROCK;;;;;;52.56;1.59;14.28;;;;4.27;;5.69;8.04;6.96;0.19;;;0.73;XRF;;;;;;;3.74;0.27;;0.63;0.49;0.09;;;;;;;;;;;;;;;;;;;;;18;XRF;;;117;XRF;;;250;XRF;;;;;;;;142;XRF;;;66;XRF;;;114;XRF;;;20;;;15;XRF;;;362;XRF;;;29;XRF;;;113;XRF;;;20;;;;;;;214;XRF;;;23;XRF;;;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;0.70443;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
