"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","LOCATION COMMENT","LATITUDE (MIN.)","LONGITUDE (MIN.)","LATITUDE (MAX.)","LONGITUDE (MAX.)","ELEVATION (MIN.)","ELEVATION (MAX.)","SAMPLING TECHNIQUE","LAND/SEA (SAMPLING)","ROCK TYPE","ROCK NAME","ROCK TEXTURE","SAMPLE COMMENT","AGE (MIN.)","AGE (MAX.)","GEOLOGICAL AGE","GEOLOGICAL AGE PREFIX","ALTERATION","ALTERATION TYPE","TYPE OF MATERIAL","MINERAL / COMPONENT","CRYSTAL","RIM / CORE (MINERAL GRAINS)","PRIMARY/SECONDARY","SIO2(WT%)","TIO2(WT%)","ZRO2(WT%)","AL2O3(WT%)","CR2O3(WT%)","V2O3(WT%)","NB2O5(WT%)","FE2O3T(WT%)","FE2O3(WT%)","FEOT(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","BAO(WT%)","SRO(WT%)","NIO(WT%)","ZNO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","CO2(WT%)","F(WT%)","CL(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","K(WT%)","LI(PPM)","BE(PPM)","AR40(CCMSTP/G)","AR40(MOL/G)","AR40(PPB)","SC(PPM)","V(PPM)","CR(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","RB(PPM): altern. values or methods","","","","SR(PPM): altern. values or methods","","","","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","AG(PPM)","SN(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM): altern. values or methods","","","","SM(PPM): altern. values or methods","","","","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM): altern. values or methods","","","","HF(PPM): altern. values or methods","","","","TA(PPM)","W(PPM)","W(PPB)","RE(PPB)","OS(PPB)","PB(PPM)","PB(PPB)","BI(PPM)","TH(PPM)","TH228_ACT(BQ/KG)","TH230_ACT(BQ/KG)","U(PPM): altern. values or methods","","","","ND143_ND144","SM147_ND144","SR87_SR86","RB87_SR86","PB206_PB204","PB207_PB204","PB208_PB204","OS187_OS188","RE187_OS188","HF176_HF177","LU176_HF177","TH230_TH232_ACT","TH230_U238_ACT","U234_U238_ACT","U238_PB204","U238_TH232_ACT","D18O(VS SMOW)","ENSTATITE(MOL%)","FAYALITE(MOL%)","FORSTERITE(MOL%)","FERROSILITE(MOL%)","KALSILITE(MOL%)","NEPHELINE(MOL%)","QUARTZ(MOL%)","ULVOSPINEL(MOL%)","WOLLASTONITE(MOL%)","AGE(KA)","AGE(MA): altern. values or methods","","","",
"1958"," [2447] DE ALMEIDA F. F. M. (1958)","samp. 39","","FERNANDO DE NORONHA ARCHIPELAGO / FERNANDO DE NORONHA / QUIXABA FORMATION","","-3.85","-32.42","-3.85","-32.42","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","PORPHYRITIC","TUFF","","","","","","","WHOLE ROCK","","","","","36.44","5","","8.98","","","","","15.1","","0","13.1","8.19","0.16","","","","","0.5","0.99","2.5","","5.31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1970"," [2582] MITCHELL-THOME R. C. (1970)","samp. 21","","TRINDADE-VITORIA RISE / TRINDADE","CALHETA BEACH","-20.5","-29.3","-20.5","-29.3","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, ANALCIME","HOLOCRYSTALLINE PORPHYRITIC","","","","","","","","WHOLE ROCK","","","","","37.12","3.2","","12.22","","","","","5.47","","7.18","12.4","11.36","0.2","","","","","0.61","6.75","1.34","","1.07","1.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1970"," [2582] MITCHELL-THOME R. C. (1970)","samp. 22","","TRINDADE-VITORIA RISE / TRINDADE","DIKE, VERMELHO VALLEY","-20.5","-29.3","-20.5","-29.3","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, ANALCIME","HOLOCRYSTALLINE PORPHYRITIC","","","","","","","","WHOLE ROCK","","","","","37.52","3.6","","12.46","","","","","6.15","","8.76","11.68","11.52","0.2","","","","","0.05","3.37","0.86","","1.7","1.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1970"," [2582] MITCHELL-THOME R. C. (1970)","samp. 23","","TRINDADE-VITORIA RISE / TRINDADE / PAREDAO FORMATION","","-20.5","-29.3","-20.5","-29.3","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC","","","","","","","","WHOLE ROCK","","","","","38","2.5","","12.99","","","","","5.48","","8.33","11.6","12.16","0.2","","","","","2.48","4.47","0.79","","0.27","0.11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1970"," [2582] MITCHELL-THOME R. C. (1970)","samp. 24","","TRINDADE-VITORIA RISE / TRINDADE / PAREDAO FORMATION","","-20.5","-29.3","-20.5","-29.3","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC","","","","","","","","WHOLE ROCK","","","","","39","3.6","","11.86","","","","","6.2","","9.55","10.4","12.31","0.19","","","","","1.8","3.68","0.55","","0.5","0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1989"," [3838] LUHR J. F. (1989)","samp. B116","47591","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / COLIMA VOLCANIC COMPLEX","COLIMA GRABEN","19.5","-103.6","19.5","-103.6","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","","","","","","","","WHOLE ROCK","","","","","40.78","3.54","","9.15","","","","","11.22","","3.19","6.67","8.28","0.18","","","","","5.73","2.05","0.75","","4.9","2.93","","","","","","","","","","","","","","17.3","307","145","54.8","122","242","423","","","","45","XRF","","","3280","XRF","","","15","307","33","","","","0","3120","84","180","","59","INAA","","","6.52","INAA","","","1.6","","0.49","2.3","","","","0.89","0.13","INAA","","","8.7","INAA","","","1.99","","","","","","","","3.51","","","1.38","INAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1984"," [3849] ALLAN J. F. (1984)","samp. B116","47591","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / COLIMA VOLCANIC COMPLEX","COLIMA GRABEN","19.5","-103.6","19.5","-103.6","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, PHLOGOPITE-KALSILITE","","","","","","","","","WHOLE ROCK","","","","","40.78","3.54","","9.15","","","","","11.22","","3.19","6.67","8.28","0.18","0.35","0.39","","","5.73","2.05","0.75","","4.9","2.93","","","","","","","","","","","","","","17.3","307","145","54.8","122","242","423","26","","0","45","NAA","","","3280","XRF","","","15","307","33","","","","0","3120","84","180","","59","NAA","","","6.52","NAA","","","1.6","","0.49","2.3","","","","0.89","0.13","NAA","","","8.7","NAA","","","1.99","0","","","","","","","3.51","","","1.38","NAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1984"," [3849] ALLAN J. F. (1984)","samp. B116","47591","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / COLIMA VOLCANIC COMPLEX","COLIMA GRABEN","19.5","-103.6","19.5","-103.6","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, PHLOGOPITE-KALSILITE","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","FE-TI-OXIDE","","","PRIMARY","0.16","11.52","","0.19","0.01","0.16","","","","81.35","","0.16","0.64","0.45","","","0","0.12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1984"," [3849] ALLAN J. F. (1984)","samp. B116","47591","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / COLIMA VOLCANIC COMPLEX","COLIMA GRABEN","19.5","-103.6","19.5","-103.6","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, PHLOGOPITE-KALSILITE","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","PHLOGOPITE","PHENOCRYST","CORE","PRIMARY","39.09","2.55","","12.6","0.53","","","","","9.16","","0","20.38","0.05","0.06","0.58","0","","9.95","0.57","0.05","3.89","","","","0.45","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1984"," [3849] ALLAN J. F. (1984)","samp. B116","47591","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / COLIMA VOLCANIC COMPLEX","COLIMA GRABEN","19.5","-103.6","19.5","-103.6","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, PHLOGOPITE-KALSILITE","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","PHLOGOPITE","PHENOCRYST","RIM","PRIMARY","38.73","2.09","","14.19","0.47","","","","","9.63","","0.02","19.64","0.04","0.61","0.09","0.02","","9.34","0.55","0","3.84","","","","0.54","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1984"," [3849] ALLAN J. F. (1984)","samp. B116","47591","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / COLIMA VOLCANIC COMPLEX","COLIMA GRABEN","19.5","-103.6","19.5","-103.6","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, PHLOGOPITE-KALSILITE","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","PHLOGOPITE","MICROCRYST","CORE","PRIMARY","39.89","2.08","","11.45","0.56","","","","","8.21","","0.1","22.24","0.01","0.35","0.05","0.11","","9.91","0.21","0.11","3.62","","","","1.04","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1984"," [3849] ALLAN J. F. (1984)","samp. B116","47591","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / COLIMA VOLCANIC COMPLEX","COLIMA GRABEN","19.5","-103.6","19.5","-103.6","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, PHLOGOPITE-KALSILITE","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","PHLOGOPITE","MICROCRYST","RIM","PRIMARY","40.47","1.99","","11.77","0.22","","","","","8.05","","0.04","21.55","0.04","0.4","0.07","0.15","","10.37","0.16","0.02","3.65","","","","0.98","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"1984"," [3849] ALLAN J. F. (1984)","samp. B116","47591","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / COLIMA VOLCANIC COMPLEX","COLIMA GRABEN","19.5","-103.6","19.5","-103.6","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, PHLOGOPITE-KALSILITE","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","NEPHELINE","GROUNDMASS","","PRIMARY","42.85","","","25.03","","","","7.52","","","","0.83","","","0","0.09","","","7.75","15.35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","69.5","7.5","","","","","","","",
"1984"," [3849] ALLAN J. F. (1984)","samp. B116","47591","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / COLIMA VOLCANIC COMPLEX","COLIMA GRABEN","19.5","-103.6","19.5","-103.6","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, PHLOGOPITE-KALSILITE","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","NEPHELINE","GROUNDMASS","","PRIMARY","41.51","","","26.41","","","","7.01","","","","0.24","","","0","0.01","","","14.76","9.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.4","44","10.6","","","","","","","",
"1984"," [3849] ALLAN J. F. (1984)","samp. B116","47591","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / COLIMA VOLCANIC COMPLEX","COLIMA GRABEN","19.5","-103.6","19.5","-103.6","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, PHLOGOPITE-KALSILITE","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","NEPHELINE","GROUNDMASS","","PRIMARY","41.05","","","28.35","","","","6.22","","","","0.08","","","0.01","0","","","8.27","15.44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.7","72.9","1.5","","","","","","","",
"1984"," [3849] ALLAN J. F. (1984)","samp. B116","47591","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / COLIMA VOLCANIC COMPLEX","COLIMA GRABEN","19.5","-103.6","19.5","-103.6","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, PHLOGOPITE-KALSILITE","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","KALSILITE","GROUNDMASS","","PRIMARY","40.48","","","24.23","","","","6.64","","","","0.22","","","0.21","0.05","","","27.11","1.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.4","7.6","7","","","","","","","",
"1984"," [3849] ALLAN J. F. (1984)","samp. B116","47591","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / COLIMA VOLCANIC COMPLEX","COLIMA GRABEN","19.5","-103.6","19.5","-103.6","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, PHLOGOPITE-KALSILITE","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","KALSILITE","GROUNDMASS","","PRIMARY","38.53","","","26.09","","","","4.9","","","","0.15","","","0.13","0.01","","","28.02","1.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.8","5.9","1.3","","","","","","","",
"1984"," [3849] ALLAN J. F. (1984)","samp. B116","47591","MEXICAN VOLCANIC BELTS / TRANS MEXICAN VOLCANIC BELT / JALISCO / COLIMA VOLCANIC COMPLEX","COLIMA GRABEN","19.5","-103.6","19.5","-103.6","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE, PHLOGOPITE-KALSILITE","","","","","","","","","MINERAL / COMPONENT (INCL. GROUNDMASS)","KALSILITE","GROUNDMASS","","PRIMARY","38.66","","","27.16","","","","4.57","","","","0.09","","","0.14","0.1","","","27.2","1.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.8","5.4","4.8","","","","","","","",
"1970"," [4314] CORDANI U. G. (1970)","samp. M.VAZ-2295","","TRINDADE-VITORIA RISE / MARTIN VAZ ISLANDS / MARTIN VAZ","","-20.5","-28.8","-20.5","-28.8","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","","","","","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.3","K-AR","","",
"1970"," [4314] CORDANI U. G. (1970)","samp. M.VAZ-2295R","","TRINDADE-VITORIA RISE / MARTIN VAZ ISLANDS / MARTIN VAZ","","-20.5","-28.8","-20.5","-28.8","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","","","","","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.9","K-AR","","",
"1970"," [4314] CORDANI U. G. (1970)","samp. M.VAZ-2295R2","","TRINDADE-VITORIA RISE / MARTIN VAZ ISLANDS / MARTIN VAZ","","-20.5","-28.8","-20.5","-28.8","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","","","","","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.9","K-AR","","",
"1970"," [4314] CORDANI U. G. (1970)","samp. UC-FN-18853","","FERNANDO DE NORONHA ARCHIPELAGO / FERNANDO DE NORONHA","ILHA RATA","-3.85","-32.42","-3.85","-32.42","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","","","","","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.81","K-AR","","",
"1970"," [4314] CORDANI U. G. (1970)","samp. UC-FN-15562","","FERNANDO DE NORONHA ARCHIPELAGO / FERNANDO DE NORONHA","PONTO DO CAPIM ACU","-3.85","-32.42","-3.85","-32.42","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","","","","","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.49","K-AR","","",
"1970"," [4314] CORDANI U. G. (1970)","samp. UC-FN-16850","","FERNANDO DE NORONHA ARCHIPELAGO / FERNANDO DE NORONHA","MORRO DOS DOIS ABRACOS","-3.85","-32.42","-3.85","-32.42","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","","","","","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.99","K-AR","","",
"1970"," [4314] CORDANI U. G. (1970)","samp. MN-FN-811402","","FERNANDO DE NORONHA ARCHIPELAGO / FERNANDO DE NORONHA","MORRO DO FRANCES","-3.85","-32.42","-3.85","-32.42","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","","","","","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.96","K-AR","","",
"1970"," [4314] CORDANI U. G. (1970)","samp. UC-FN-24828","","FERNANDO DE NORONHA ARCHIPELAGO / FERNANDO DE NORONHA","MORRO DO FRANCES","-3.85","-32.42","-3.85","-32.42","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","","","","","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.33","K-AR","","",
"1970"," [4314] CORDANI U. G. (1970)","samp. UC-FN-20554","","FERNANDO DE NORONHA ARCHIPELAGO / FERNANDO DE NORONHA","PRAIA DO LEAO","-3.85","-32.42","-3.85","-32.42","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","","","","","","","","","WHOLE ROCK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.64","K-AR","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DRUZ-103","","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","WHOLE ROCK","","","","","41.7","1.41","","13.05","","","","9.41","","","","12.88","8.5","0.19","","","","","0.46","4.34","1.54","","","","","","","","","","5.5","","217","","","","","22","218","200","33","167","13","102","15","","","8","XRF","","","1489","XRF","","","40","546","54","","","","15.5","1726","112.2","369.7","42.2","165.1","ICPMS","","","27.8","ICPMS","","","6.7","19.6","2.5","11.1","2","4.5","0.6","3.5","0.5","ICPMS","","","11","ICPMS","","","","","","","","34","","","55.8","","","12.3","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DRUZ-88","198191","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","WHOLE ROCK","","","","","40.9","1.4","","12.63","","","","9.18","","","","12.57","9.25","0.21","","","","","0.52","3.65","1.51","","","","","","","","","","5.78","","","","","","","","227","193","31","159","5","89","14","","","14","XRF","","","1167","XRF","","","36","494","50","","","","","1676","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DZIII/2","","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","WHOLE ROCK","","","","","41.5","1.42","","12.82","","","","9.26","","","","12.19","9.11","0.16","","","","","0.08","3.79","1.57","","","","","","","","","","7.16","","178","","","","","24","200","190","39","170","23","90","13","","","4","XRF","","","1062","XRF","","","35","510","52","","","","9.5","5807","91.2","333.4","39.4","153","ICPMS","","","30","ICPMS","","","6.5","17.9","2.3","11","1.6","4.3","0.5","3.4","0.5","ICPMS","","","11.1","ICPMS","","","","","","","","39","","","45","","","5.4","ICPMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"2005"," [7748] PRELEVIC D. (2005)","samp. DZV/1","198193","DINARIDES / INNER DINARIDES / SERBIA","DRUZETICI","44.0275","20.1553","44.0275","20.1553","","","OUTCROP","SUBAERIAL","VOLCANIC ROCK","ANKARATRITE","HOLOCRYSTALLINE PORPHYRITIC; MASSIVE; AMYGDALOIDAL;","MONOGENETIC VOLCANIC EDIFICE WITH LAPILLI-FALL DEPOSITS, COHERENT LAVA FLOWS, AUTOCLASTIC SCORIACEOUS BRECCIA","","","CENOZOIC","","EXTENSIVELY ALTERED","IDDINGSITISATION (OL), ANALCIMIZATION (LCT)","WHOLE ROCK","","","","","41.7","1.43","","13.25","","","","9.26","","","","12.66","9.73","0.18","","","","","0.62","3.79","1.35","","","","","","","","","","5.48","","","","","","","","218","185","32","156","16","87","12","","","21","XRF","","","1435","XRF","","","38","511","57","","","","","2327","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","","","","","","","","","","0.512573","","0.706567","","18.832","15.668","38.987","","","","","","","","","","","","","","","","","","","","","","","","",
