Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ERUPTION YEAR;ALTERATION;TYPE OF MATERIAL;MINERAL / COMPONENT;CRYSTAL;RIM / CORE (MINERAL GRAINS);PRIMARY/SECONDARY;INCLUSION TYPE;MINERAL (INCLUSION);HOSTMINERAL (INCLUSION);HEATING;SIO2(WT%);TIO2(WT%);ZRO2(WT%);THO2(WT%);AL2O3(WT%);CR2O3(WT%);LA2O3(WT%);CE2O3(WT%);ND2O3(WT%);SM2O3(WT%);GD2O3(WT%);Y2O3(WT%);V2O3(WT%);V2O5(WT%);NB2O5(WT%);PR2O3(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);CAO(WT%);MGO(WT%);MNO(WT%);BAO(WT%);SRO(WT%);NIO(WT%);K2O(WT%);;;;NA2O(WT%);P2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);F(WT%);CL(WT%);SO2(WT%);SO3(WT%);S(WT%);LOI(WT%);AL(WT%);TI(WT%);FE(WT%);MG(WT%);MN(WT%);CA(WT%);K(WT%);NA(WT%);P(WT%);LI(PPM);BE(PPM);B(PPM);F(PPM);P(PPM);S(PPM);CL(PPM);AR40(AT/G);AR40(CCMSTP/G);AR40(MOL/G);K(PPM);SC(PPM);TI(PPM);V(PPM): altern. values or methods;;;;CR(PPM): altern. values or methods;;;;MN(PPM);CO(PPM): altern. values or methods;;;;NI(PPM): altern. values or methods;;;;CU(PPM);ZN(PPM): altern. values or methods;;;;GA(PPM): altern. values or methods;;;;GE(PPM);AS(PPM);RB(PPM): altern. values or methods;;;;SR(PPM): altern. values or methods;;;;Y(PPM): altern. values or methods;;;;ZR(PPM): altern. values or methods;;;;NB(PPM): altern. values or methods;;;;MO(PPM);AG(PPM);CD(PPM);IN(PPM);SN(PPM);SB(PPM);CS(PPM);BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM): altern. values or methods;;;;PR(PPM): altern. values or methods;;;;ND(PPM): altern. values or methods;;;;SM(PPM): altern. values or methods;;;;EU(PPM);GD(PPM);TB(PPM);DY(PPM);HO(PPM);ER(PPM);TM(PPM);YB(PPM);LU(PPM);HF(PPM);TA(PPM);W(PPM);W(PPB);TL(PPM);PB(PPM): altern. values or methods;;;;PB(PPB);BI(PPM);PO210_ACT(DPM/G);RA226_ACT(DPM/G);TH(PPM): altern. values or methods;;;;U(PPM);ND143_ND144;ND143_ND144_INI;EPSILON_ND_INI;SM147_ND144;SR87_SR86;SR87_SR86_INI;RB87_SR86;PB206_PB204;PB207_PB204;PB207_PB206;PB208_PB204;PB208_PB206;HF176_HF177;LU176_HF177;AR38_AR36;AR40_AR36;PO210_RA226_ACT_INI;TH230_TH232_ACT;TH230_U238_ACT;U238_TH232_ACT;D11B(VS NBS951);D18O(VS VSMOW);D34S(VS CDT);D44_40CA(VS SRM915A);D44_42CA(VS SRM915A);CHROMITE(MOL%);ENSTATITE(MOL%);FAYALITE(MOL%);FORSTERITE(MOL%);FERROSILITE(MOL%);HERCYNITE(MOL%);JACOBSITE(MOL%);KALSILITE(MOL%);(AL)KALIFELDSPAR(MOL%);LARNITE(MOL%);MG-CHROMITE(MOL%);MAGNESIOFERRITE(MOL%);MAGNETITE(MOL%);NEPHELINE(MOL%);QUARTZ(MOL%);SPINEL(MOL%);TEPHROITE(MOL%);ULVOSPINEL(MOL%);WOLLASTONITE(MOL%);AGE(KA);AGE(MA): altern. values or methods;;;;;;
1989;[8170] EDGAR A. D. (1989);samp. HOSTLAVA;;EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL / GEESER MAAR;QUARRY SE OF GEES;50.22;6.77;50.22;6.77;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;;;;;QUATERNARY;;;;WHOLE ROCK;;;;;;;;;43.3;2.46;;;11.16;0.09;;;;;;;;;;;;;9.68;;13.1;14.02;0.17;;;;3.05;WET;;;2.32;0.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1986;[8219] DE FINO M. (1986);samp. VU 621;153235;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;S. CATERINA;40.9525;15.2;40.9525;15.2;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;PORPHYRITIC;MELAFOIDITE;580000;800000;PLEISTOCENE;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;INAA;;;329;INAA;;;;;;;119;INAA;;;26.4;INAA;;;5.5;;1.9;;;;;4.4;0.64;6.7;5.7;;;;;;;;;;;;39;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1986;[8219] DE FINO M. (1986);samp. VU 1513;153236;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;BARILE;40.9444;15.2153;40.9444;15.2153;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;PORPHYRITIC;;580000;800000;PLEISTOCENE;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;222;INAA;;;390;INAA;;;;;;;144;INAA;;;34;INAA;;;6;;2.4;;;;;2.5;0.51;7.9;5.1;;;;;;;;;;;;49;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1986;[8219] DE FINO M. (1986);samp. VU 1514;153237;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;BARILE;40.9344;15.2153;40.9344;15.2153;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;PORPHYRITIC;;580000;800000;PLEISTOCENE;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;215;INAA;;;409;INAA;;;;;;;144;INAA;;;28;INAA;;;6.1;;2.2;;;;;4.2;0.61;8.3;6.2;;;;;;;;;;;;58;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1986;[8219] DE FINO M. (1986);samp. VU 1457;153239;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;F.SO GELOSIA;40.9558;15.2222;40.9558;15.2222;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;PORPHYRITIC;TEPHRITIC;580000;800000;PLEISTOCENE;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;194;INAA;;;368;INAA;;;;;;;138;INAA;;;25.9;INAA;;;5.4;;2.1;;;;;3.9;0.55;7;6.4;;;;;;;;;;;;54;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1986;[8219] DE FINO M. (1986);samp. VU 1447;153240;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;VALLEY CANALONE;40.97;15.2064;40.97;15.2064;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;PORPHYRITIC;TEPHRITIC;580000;800000;PLEISTOCENE;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;280;INAA;;;521;INAA;;;;;;;180;INAA;;;33;INAA;;;6.9;;2.6;;;;;4.4;0.59;10.4;8.4;;;;;;;;;;;;81;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1986;[8219] DE FINO M. (1986);samp. VU 1507;153241;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;SOLAGNA DIE PILONI;40.9531;15.1742;40.9531;15.1742;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;PORPHYRITIC;TEPHRITIC;580000;800000;PLEISTOCENE;;;;WHOLE ROCK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;247;INAA;;;477;INAA;;;;;;;160;INAA;;;26.9;INAA;;;6.3;;2.1;;;;;4.1;0.61;8.9;8.5;;;;;;;;;;;;78;INAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1986;[8219] DE FINO M. (1986);samp. VU 1513;153236;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;BARILE;40.9444;15.2153;40.9444;15.2153;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;PORPHYRITIC;;580000;800000;PLEISTOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;;RIM;PRIMARY;;;;;51.37;0.56;;;2.93;0.38;;;;;;;;;;;;;3.78;;23.85;15.98;0.11;;;;;;;;0.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1986;[8219] DE FINO M. (1986);samp. VU 1513;153236;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;BARILE;40.9444;15.2153;40.9444;15.2153;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;PORPHYRITIC;;580000;800000;PLEISTOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;;CORE;PRIMARY;;;;;51.66;0.55;;;3.83;0.29;;;;;;;;;;;;;3.91;;24.17;15.93;0.09;;;;;;;;0.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1986;[8219] DE FINO M. (1986);samp. VU 1512;153246;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;BARILE;40.9344;15.2125;40.9344;15.2125;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;PORPHYRITIC;;580000;800000;PLEISTOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;;CORE;PRIMARY;;;;;48.19;1.06;;;6.49;;;;;;;;;;;;;;5.3;;24.28;13.49;;;;;;;;;0.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1986;[8219] DE FINO M. (1986);samp. VU 1507;153241;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;SOLAGNA DIE PILONI;40.9531;15.1742;40.9531;15.1742;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;PORPHYRITIC;TEPHRITIC;580000;800000;PLEISTOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;;CORE;PRIMARY;;;;;52.39;0.47;;;2.73;;;;;;;;;;;;;;3.3;;24.08;15.81;0.18;;;;;;;;0.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1986;[8219] DE FINO M. (1986);samp. VU 1688;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;;40.95;15.62;40.95;15.62;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;PORPHYRITIC;PHONOLITIC;580000;800000;PLEISTOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;;;PRIMARY;;;;;43.81;1.41;;;7.65;;;;;;;;;;;;;;15.25;;22.15;6.98;0.79;;;;;;;;0.87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1986;[8219] DE FINO M. (1986);samp. VU 992;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;;40.95;15.62;40.95;15.62;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;PORPHYRITIC;PHONOLITIC;580000;800000;PLEISTOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;;CORE;PRIMARY;;;;;40.86;2.11;;;9.77;0.1;;;;;;;;;;;;;15.17;;22.95;6.38;0.46;;;;;;;;0.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1986;[8219] DE FINO M. (1986);samp. VU 1513;153236;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;BARILE;40.9444;15.2153;40.9444;15.2153;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;PORPHYRITIC;;580000;800000;PLEISTOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;;RIM;PRIMARY;;;;;46.85;1.33;;;7.23;0.01;;;;;;;;;;;;;7.33;;22.99;12.61;0.16;;;;;;;;0.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1986;[8219] DE FINO M. (1986);samp. VU 1513;153236;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;BARILE;40.9444;15.2153;40.9444;15.2153;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;PORPHYRITIC;;580000;800000;PLEISTOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;;CORE;PRIMARY;;;;;45.27;1.9;;;10.18;;;;;;;;;;;;;;7.9;;23.29;11.21;0.14;;;;;;;;0.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1986;[8219] DE FINO M. (1986);samp. VU 1512;153246;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;BARILE;40.9344;15.2125;40.9344;15.2125;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;PORPHYRITIC;;580000;800000;PLEISTOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);PYROXENE;;RIM;PRIMARY;;;;;44.37;1.58;;;9.38;;;;;;;;;;;;;;9.66;;22.5;9.82;0.19;;;;;;;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1986;[8219] DE FINO M. (1986);samp. VU 1688;;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;;40.95;15.62;40.95;15.62;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;PORPHYRITIC;PHONOLITIC;580000;800000;PLEISTOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;;;PRIMARY;;;;;39.94;0.05;;;0.02;;;;;;;;;;;;;;12.3;;0.28;47.52;0.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1986;[8219] DE FINO M. (1986);samp. VU 1513;153236;APENNINIC-MAGHREBIDES CHAIN / APENNINE / LUCANIAN MAGMATIC PROVINCE / MONTE VULTURE;BARILE;40.9444;15.2153;40.9444;15.2153;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;PORPHYRITIC;;580000;800000;PLEISTOCENE;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;;;PRIMARY;;;;;40.64;;;;;;;;;;;;;;;;;;10.65;;0.39;48.73;0.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1984;[8971] DUDA A. (1984);samp. ME 6;166170;EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL / FIRMERICH;NW SUMMIT;50.67;6.67;50.67;6.67;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;;LAVA;;;QUATERNARY;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;;PRIMARY;;;;;49.1;1.6;;;5.13;0.35;;;;;;;;;;;;0.95;;4.58;23.76;14.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.22;;;6.96;;;;;;;;;;;;;;39.83;;;;;;;;
1984;[8971] DUDA A. (1984);samp. ME 6;166170;EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL / FIRMERICH;NW SUMMIT;50.67;6.67;50.67;6.67;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;;LAVA;;;QUATERNARY;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;;PRIMARY;;;;;48.02;2.02;;;5.01;;;;;;;;;;;;;3.47;;3.44;24.14;13.84;;;;;0.07;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38.4;;;5.35;;;;;;;;;;;;;;40.23;;;;;;;;
1984;[8971] DUDA A. (1984);samp. ME 6;166170;EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL / FIRMERICH;NW SUMMIT;50.67;6.67;50.67;6.67;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;;LAVA;;;QUATERNARY;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;;PRIMARY;;;;;47.18;2.63;;;5.79;;;;;;;;;;;;;4.23;;3.28;24.06;13.2;;;;;0.07;EMP (EPMA);;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.52;;;5.09;;;;;;;;;;;;;;38.93;;;;;;;;
1984;[8971] DUDA A. (1984);samp. ME 38-4;166171;EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL;FEUERBERG, NORTHERN SLOPE;50.7;6.7;50.7;6.7;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE, MELILITE;;LAVA;;;QUATERNARY;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;;PRIMARY;;;;;50.4;1.54;;;3.49;0.36;;;;;;;;;;;;1.79;;3.62;24.47;14.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.17;;;5.44;;;;;;;;;;;;;;41.96;;;;;;;;
1984;[8971] DUDA A. (1984);samp. ME 38-4;166171;EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL;FEUERBERG, NORTHERN SLOPE;50.7;6.7;50.7;6.7;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE, MELILITE;;LAVA;;;QUATERNARY;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;;PRIMARY;;;;;45.77;3.05;;;7.25;0.27;;;;;;;;;;;;3.61;;3.37;24.34;12.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.2;;;5.02;;;;;;;;;;;;;;36.22;;;;;;;;
1984;[8971] DUDA A. (1984);samp. ME 47;166187;EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL;SE BASBERG, NE SLOPE OF TIFER BACH VALLEY;50.3;6.6;50.3;6.6;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;;LAVA;;;QUATERNARY;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;;PRIMARY;;;;;50.98;0.91;;;4.51;;;;;;;;;;;;;1.33;;3.4;23.38;15.43;;;;;;;;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42.13;;;5.2;;;;;;;;;;;;;;40.39;;;;;;;;
1984;[8971] DUDA A. (1984);samp. ME 6;166170;EUROPEAN OROGENIC BELT - CENOZOIC/QUATERNARY / GERMANY / EIFEL / FIRMERICH;NW SUMMIT;50.67;6.67;50.67;6.67;;;OUTCROP;SUBAERIAL;VOLCANIC ROCK;FOIDITE;;LAVA;;;QUATERNARY;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;;PRIMARY;;;;;41.96;2.86;;;9.97;;;;;;;;;;;;;8.11;;6.07;22.65;7.68;0.21;;;;0.08;EMP (EPMA);;;0.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.92;;;10.05;;;;;;;;;;;;;;30.82;;;;;;;;
