Year;CITATION;SAMPLE NAME;UNIQUE_ID;LOCATION;LOCATION COMMENT;LATITUDE (MIN.);LONGITUDE (MIN.);LATITUDE (MAX.);LONGITUDE (MAX.);ELEVATION (MIN.);ELEVATION (MAX.);SAMPLING TECHNIQUE;DRILLING DEPTH (MIN.);DRILLING DEPTH (MAX.);LAND/SEA (SAMPLING);ROCK TYPE;ROCK NAME;ROCK TEXTURE;SAMPLE COMMENT;AGE (MIN.);AGE (MAX.);GEOLOGICAL AGE;GEOLOGICAL AGE PREFIX;ERUPTION YEAR;ALTERATION;ALTERATION TYPE;TYPE OF MATERIAL;MINERAL / COMPONENT;SPOT (MINERAL);CRYSTAL;RIM / CORE (MINERAL GRAINS);GRAIN SIZE;PRIMARY/SECONDARY;INCLUSION TYPE;SPOT (INCLUSION);MINERAL (INCLUSION);RIM / CORE (INCLUSION);HOSTMINERAL (INCLUSION);HEATING;HEATING TEMPERATURE (?C);SIO2(WT%);TIO2(WT%);AL2O3(WT%);CR2O3(WT%);V2O3(WT%);V2O5(WT%);FE2O3T(WT%);FE2O3(WT%);FEOT(WT%);FEO(WT%);CAO(WT%);MGO(WT%);MNO(WT%);BAO(WT%);SRO(WT%);NIO(WT%);ZNO(WT%);COO(WT%);K2O(WT%);;;;NA2O(WT%);;;;P2O5(WT%);H2O(WT%);H2OP(WT%);H2OM(WT%);CO2(WT%);F(WT%);CL(WT%);CL2(WT%);SO3(WT%);S(WT%);LOI(WT%);O(WT%);SI(WT%);AL(WT%);TI(WT%);FE(WT%);MG(WT%);MN(WT%);CA(WT%);K(WT%): altern. values or methods;;;;NA(WT%);CR(WT%);NI(WT%);HE(CCMSTP/G);HE3(CCMSTP/G);HE4(CCMSTP/G): altern. values or methods;;;;LI(PPM);BE(PPM);B(PPM);F(PPM);NE20(CCMSTP/G);NE22(CCMSTP/G);P(PPM);S(PPM);CL(PPM);AR36(CCMSTP/G);AR40(CCMSTP/G);AR40(MOL/G): altern. values or methods;;;;AR40(PPB);K(PPM);SC(PPM): altern. values or methods;;;;;;TI(PPM);V(PPM): altern. values or methods;;;;CR(PPM): altern. values or methods;;;;MN(PPM);FE(PPM);CO(PPM): altern. values or methods;;;;;;NI(PPM): altern. values or methods;;;;;;CU(PPM): altern. values or methods;;;;ZN(PPM): altern. values or methods;;;;GA(PPM): altern. values or methods;;;;GE(PPM);AS(PPM);KR84(CCMSTP/G);RB(PPM): altern. values or methods;;;;SR(PPM): altern. values or methods;;;;Y(PPM): altern. values or methods;;;;ZR(PPM): altern. values or methods;;;;NB(PPM): altern. values or methods;;;;MO(PPM);RU(PPB);RH(PPB);PD(PPB);IN(PPM);SN(PPM);SB(PPM);XE132(CCMSTP/G);CS(PPM);BA(PPM): altern. values or methods;;;;LA(PPM): altern. values or methods;;;;CE(PPM): altern. values or methods;;;;PR(PPM): altern. values or methods;;;;ND(PPM): altern. values or methods;;;;SM(PPM): altern. values or methods;;;;EU(PPM): altern. values or methods;;;;GD(PPM);TB(PPM): altern. values or methods;;;;DY(PPM);HO(PPM);ER(PPM);TM(PPM);YB(PPM): altern. values or methods;;;;LU(PPM);HF(PPM): altern. values or methods;;;;TA(PPM);W(PPM);RE(PPB): altern. values or methods;;;;RE(PPT);OS(PPB): altern. values or methods;;;;OS(PPT);IR(PPB);PT(PPB);AU(PPB);HG(PPB);TL(PPM);PB(PPM): altern. values or methods;;;;PB210_ACT(DPM/G);TH(PPM): altern. values or methods;;;;TH(PPB);U(PPM): altern. values or methods;;;;U(PPB);CO2(PPM);H2O(PPM);ND143_ND144;ND148_ND144;SM147_ND144;SR87_SR86;RB87_SR86;PB206_PB204: altern. values or methods;;;;PB206_PB207;PB206_PB208;PB207_PB204: altern. values or methods;;;;PB207_PB206;PB208_PB204: altern. values or methods;;;;PB208_PB206;OS187_OS186;OS187_OS188: altern. values or methods;;;;RE187_OS188: altern. values or methods;;;;HF176_HF177;HE3_HE4;HE3_HE4(R/R(A)): altern. values or methods;;;;HE4_HE3: altern. values or methods;;;;;;HE4_HE3(R/R(A)): altern. values or methods;;;;AR38_AR36;AR40_AR36;NE20_NE22;NE21_NE22;XE129_XE132;PB206_U238;PB207_U235;PB210_U238;TH232_U238;U238_PB204;D13C(VS SMOW);D17O(VS VSMOW);D18O(PER MIL);D18O(VS PDB);D18O(VS SMOW);D18O(VS VSMOW);D34S(VS CDT);D44_40CA(VS SRM915A);D56FE(VS IRMM-014);DD(VS SMOW);ALBITE(MOL%);ACMITE(MOL%);ANORTHITE(MOL%);ENSTATITE(MOL%);FAYALITE(MOL%);FORSTERITE(MOL%);FERROSILITE(MOL%);HEMATITE(MOL%);LARNITE(MOL%);ORTHOCLASE(MOL%);PSEUDOBROOKITE(MOL%);TEPHROITE(MOL%);ULVOSPINEL(MOL%);WOLLASTONITE(MOL%);AGE(KA);AGE(MA): altern. values or methods;;;;;;;;AGE_PB207_PB206(MA);AGE_PB207_U235(MA);AGE_PB206_U238(MA);
2000;[7688] FODOR R. V. (2000);samp. ANKAMARITE;;TRINDADE-VITORIA RISE / COLUMBIA;;-20.7;-31.85;-20.7;-31.85;;;DREDGE;;;SUBAQUATIC;VOLCANIC ROCK;ANKARAMITE;;DREDGE 2;10000000;10000000;MIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;;;;PRIMARY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.512786;;;0.7039;;19.19;TIMS;18.855;TIMS;;;15.045;TIMS;15.666;TIMS;;39.242;TIMS;38.89;TIMS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;[7688] FODOR R. V. (2000);samp. ANKAMARITE;;TRINDADE-VITORIA RISE / COLUMBIA;;-20.7;-31.85;-20.7;-31.85;;;DREDGE;;;SUBAQUATIC;VOLCANIC ROCK;ANKARAMITE;;DREDGE 2;10000000;10000000;MIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;PHENOCRYST;CORE;;PRIMARY;;;;;;;;45.6;2.7;8.9;0.14;;;;;;6.8;21.8;12.7;0.07;;;;;;0;EMP (EPMA);;;0.65;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;[7688] FODOR R. V. (2000);samp. ANKAMARITE;;TRINDADE-VITORIA RISE / COLUMBIA;;-20.7;-31.85;-20.7;-31.85;;;DREDGE;;;SUBAQUATIC;VOLCANIC ROCK;ANKARAMITE;;DREDGE 2;10000000;10000000;MIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;PHENOCRYST;RIM;;PRIMARY;;;;;;;;44.5;3.4;10.3;0.24;;;;;;6.7;21.2;12.1;0.09;;;;;;0;EMP (EPMA);;;0.58;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;[7688] FODOR R. V. (2000);samp. ANKAMARITE;;TRINDADE-VITORIA RISE / COLUMBIA;;-20.7;-31.85;-20.7;-31.85;;;DREDGE;;;SUBAQUATIC;VOLCANIC ROCK;ANKARAMITE;;DREDGE 2;10000000;10000000;MIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;;;;;PRIMARY;;;;;;;;38.5;;;;;;;;16.6;;0.33;43.5;0.24;;;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;[7688] FODOR R. V. (2000);samp. ANKAMARITE;;TRINDADE-VITORIA RISE / COLUMBIA;;-20.7;-31.85;-20.7;-31.85;;;DREDGE;;;SUBAQUATIC;VOLCANIC ROCK;ANKARAMITE;;DREDGE 2;10000000;10000000;MIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);OLIVINE;;;;;PRIMARY;;;;;;;;38.3;;;;;;;;18.5;;0.3;42.2;0.27;;;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;[7688] FODOR R. V. (2000);samp. ANKAMARITE;;TRINDADE-VITORIA RISE / COLUMBIA;;-20.7;-31.85;-20.7;-31.85;;;DREDGE;;;SUBAQUATIC;VOLCANIC ROCK;ANKARAMITE;;DREDGE 2;10000000;10000000;MIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);RHÖNITE;;;;;PRIMARY;;;;;;;;23.7;12;16.5;0;;;;;;21.6;12.2;13.3;0.16;;;;;;0.01;EMP (EPMA);;;0.88;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;[7688] FODOR R. V. (2000);samp. ANKAMARITE;;TRINDADE-VITORIA RISE / COLUMBIA;;-20.7;-31.85;-20.7;-31.85;;;DREDGE;;;SUBAQUATIC;VOLCANIC ROCK;ANKARAMITE;;DREDGE 2;10000000;10000000;MIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);MAGNETITE;;;;;PRIMARY;;;;;;;;;14.7;7;0.2;;;;38;66.8;30.1;;7.3;0.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;[7688] FODOR R. V. (2000);samp. ANKAMARITE;;TRINDADE-VITORIA RISE / COLUMBIA;;-20.7;-31.85;-20.7;-31.85;;;DREDGE;;;SUBAQUATIC;VOLCANIC ROCK;ANKARAMITE;;DREDGE 2;10000000;10000000;MIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);SMECTITE;;;;;SECONDARY;;;;;;;;36;0.09;20;;;;;;;7.9;0.43;18.8;0.01;;;;;;0.77;EMP (EPMA);;;0.24;EMP (EPMA);;;0.29;;;;;;;;0.49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;[7688] FODOR R. V. (2000);samp. ANKAMARITE;;TRINDADE-VITORIA RISE / COLUMBIA;;-20.7;-31.85;-20.7;-31.85;;;DREDGE;;;SUBAQUATIC;VOLCANIC ROCK;ANKARAMITE;;DREDGE 2;10000000;10000000;MIOCENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);HYDROUS PHASE MG-AL-S;;;;;SECONDARY;;;;;;;;;0.02;21.8;;;;;;;0.08;0.13;31.7;0.04;;;;;;0.03;EMP (EPMA);;;1.9;EMP (EPMA);;;0.28;;;;;;;;14.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;[7997] THOMPSON GARY M. (1998);samp. 82;;AUSTRAL-COOK ISLANDS / RAROTONGA;;-21.25;-159.75;-21.25;-159.75;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;GROUP I;1100000;2300000;PLEISTOCENE;;;;;WHOLE ROCK;;;;;;;;;;;;;;43.93;3.07;10.8;;;;;;12.58;;13.12;12.93;0.23;;;;;;1.5;XRF;;;1.36;XRF;;;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1998;[7997] THOMPSON GARY M. (1998);samp. 81;;AUSTRAL-COOK ISLANDS / RAROTONGA;;-21.25;-159.75;-21.25;-159.75;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;GROUP II;1100000;2300000;PLEISTOCENE;;;;;WHOLE ROCK;;;;;;;;;;;;;;43.74;4.29;14.61;;;;;;12.56;;10.95;6.04;0.22;;;;;;2.69;XRF;;;3.42;XRF;;;1.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;[8027] SIVELL W. J. (2001);samp. HV4;;AUSTRALIA / TASMAN OROGEN / QUEENSLAND / GYMPIE TERRANE - GYMPIE GROUP;HIGHBURY VOLCANICS, NEW ENGLAND FAULT BELT;-26.21;152.66;-26.35;152.69;;;DRILL HOLE ;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;;270000000;270000000;PERMIAN;;;;;WHOLE ROCK;;;;;;;;;;;;;;53.26;0.98;17.07;;;;;10.34;;;6.7;4.67;0.2;;;;;;0.75;XRF;;;5.83;XRF;;;0.32;;;;;;;;;;2.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;XRF;;;;;;288;XRF;;;118;XRF;;;;;;;;;;;57;XRF;;;;;;;;;;;;;;;;;;;;20.2;XRF;;;271;XRF;;;31;XRF;;;71;XRF;;;2.4;NAA;;;;;;;;;;;;372;XRF;;;9.4;XRF;;;20.5;XRF;;;;;;;15.5;XRF;14.16;MS_ID;3.78;MS_ID;;;;;;;;;;;;;;;;2.8;NAA;;;;;;;;0.15;;;;;;;;;;;;;;;;;;;;;;2.1;NAA;;;;;;;;;;;0.512862;;0.1616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;[8027] SIVELL W. J. (2001);samp. HV2;;AUSTRALIA / TASMAN OROGEN / QUEENSLAND / GYMPIE TERRANE - GYMPIE GROUP;HIGHBURY VOLCANICS, NEW ENGLAND FAULT BELT;-26.21;152.66;-26.35;152.69;;;DRILL HOLE ;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;;270000000;270000000;PERMIAN;;;;;WHOLE ROCK;;;;;;;;;;;;;;47.84;0.71;13.86;;;;;10.44;;;8.14;10.15;0.18;;;;;;0.9;XRF;;;3.1;XRF;;;0.61;;;;;;;;;;3.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;288;XRF;;;618;XRF;;;;;;;;;;;155;XRF;;;;;;;;;;;;;;;;;;;;32;XRF;;;141;XRF;;;38;XRF;;;49;XRF;;;2;NAA;;;;;;;;;;;;240;XRF;;;17;XRF;;;22;XRF;;;;;;;19;XRF;;;;;;;;;;;;;;;;;;;;3.5;NAA;;;;;;;;0.13;;;;;;;;;;;;;;;;;9;XRF;;;;7.1;NAA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;[8027] SIVELL W. J. (2001);samp. HV9;;AUSTRALIA / TASMAN OROGEN / QUEENSLAND / GYMPIE TERRANE - GYMPIE GROUP;HIGHBURY VOLCANICS, NEW ENGLAND FAULT BELT;-26.21;152.66;-26.35;152.69;;;DRILL HOLE ;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;;270000000;270000000;PERMIAN;;;;;WHOLE ROCK;;;;;;;;;;;;;;53.5;0.82;15.48;;;;;10.7;;;8.32;5.56;0.16;;;;;;0.66;XRF;;;5.46;XRF;;;0.36;;;;;;;;;;2.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;XRF;;;;;;352;XRF;;;188;XRF;;;;;;;;;;;83;XRF;;;;;;;;;;;;;;;;;;;;15.2;XRF;;;126;XRF;;;34;XRF;;;64;XRF;;;1.7;NAA;;;;;;;;;;;;245;XRF;;;21;XRF;;;29;XRF;;;;;;;16.2;XRF;20.47;MS_ID;5.23;MS_ID;;;;;;;;;;;;;;;;3.1;NAA;;;;;;;;0.11;;;;;;;;;;;;;;;;;;;;;;2;NAA;;;;;;;;;;;0.512842;;0.1544;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2001;[8027] SIVELL W. J. (2001);samp. HV39;;AUSTRALIA / TASMAN OROGEN / QUEENSLAND / GYMPIE TERRANE - GYMPIE GROUP;HIGHBURY VOLCANICS, NEW ENGLAND FAULT BELT;-26.21;152.66;-26.35;152.69;;;DRILL HOLE ;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;;;270000000;270000000;PERMIAN;;;;;WHOLE ROCK;;;;;;;;;;;;;;54.12;0.74;13.81;;;;;8.83;;;7.98;9.31;0.2;;;;;;1.05;XRF;;;4.08;XRF;;;0.15;;;;;;;;;;2.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;XRF;;;;;;203;XRF;;;527;XRF;;;;;;;;;;;164;XRF;;;;;;;;;;;;;;;;;;;;37.5;XRF;;;107;XRF;;;18;XRF;;;60;XRF;;;3;NAA;;;;;;;;;;;;302;XRF;;;5;XRF;;;13.3;XRF;;;;;;;10.3;XRF;20.32;MS_ID;5.32;MS_ID;;;;;;;;;;;;;;;;1.6;NAA;;;;;;;;0.19;;;;;;;;;;;;;;;;;;;;;;1.9;NAA;;;;;;;;;;;0.512831;;0.1582;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994;[8028] NONO A. (1994);samp. 220;;MID-AFRICAN RIFT SYSTEM / CAMEROON LINE (CONTINENTAL SECTION) / ADAMAWA (ADAMAOUA) PLATEAU / TCHABAL NGANHA;;7.33;13.92;7.42;14.08;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;PORPHYRITIC;MIDDLE FLOW UNIT;;;NEOGENE;;;;;WHOLE ROCK;;;;;;;;;;;;;;41.84;3.23;11.49;;;;13.01;;;;12.31;11.53;0.2;;;;;;0.52;NOT;;;2.32;NOT;;;0.62;;;;;;;;;;2.97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;294;NOT;;;506;NOT;;;;;61;NOT;;;;;212;NOT;;;;;65;NOT;;;;;;;;;;;;;;18;NOT;;;685;NOT;;;30.73;NOT;;;;;;;;;;;;;;;;;;;;381;NOT;;;50.67;NOT;;;101.67;NOT;;;;;;;40.02;NOT;;;9.74;NOT;;;2.82;NOT;;;8.26;;;;;5.71;;2.52;;2;NOT;;;0.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994;[8028] NONO A. (1994);samp. 4B;;MID-AFRICAN RIFT SYSTEM / CAMEROON LINE (CONTINENTAL SECTION) / ADAMAWA (ADAMAOUA) PLATEAU / TCHABAL NGANHA;;7.33;13.92;7.42;14.08;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;PORPHYRITIC;MIDDLE FLOW UNIT;;;NEOGENE;;;;;WHOLE ROCK;;;;;;;;;;;;;;39.96;4.14;12.92;;;;14.14;;;;11.92;10.38;0.18;;;;;;0.83;NOT;;;2.61;NOT;;;1.23;;;;;;;;;;1.95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;333;NOT;;;192;NOT;;;;;64;NOT;;;;;142;NOT;;;;;38;NOT;;;;;;;;;;;;;;50;NOT;;;720;NOT;;;;;;;;;;;;;;;;;;;;;;;;423;NOT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.70312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994;[8028] NONO A. (1994);samp. 4B;;MID-AFRICAN RIFT SYSTEM / CAMEROON LINE (CONTINENTAL SECTION) / ADAMAWA (ADAMAOUA) PLATEAU / TCHABAL NGANHA;;7.33;13.92;7.42;14.08;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;PORPHYRITIC;MIDDLE FLOW UNIT;;;NEOGENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;PHENOCRYST;CORE;;PRIMARY;;;;;;;;48.53;1.94;7.19;0.15;;;;2.25;;4.55;21.13;13.62;0.14;;;;;;;;;;0.77;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1994;[8028] NONO A. (1994);samp. 4B;;MID-AFRICAN RIFT SYSTEM / CAMEROON LINE (CONTINENTAL SECTION) / ADAMAWA (ADAMAOUA) PLATEAU / TCHABAL NGANHA;;7.33;13.92;7.42;14.08;;;OUTCROP;;;SUBAERIAL;VOLCANIC ROCK;ANKARAMITE;PORPHYRITIC;MIDDLE FLOW UNIT;;;NEOGENE;;;;;MINERAL / COMPONENT (INCL. GROUNDMASS);CLINOPYROXENE;;PHENOCRYST;RIM;;PRIMARY;;;;;;;;41.91;5.83;9.88;0.07;;;;3.2;;4.83;22.72;10.43;0.05;;;;;;;;;;0.53;EMP (EPMA);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
