Year,CITATION,SAMPLE NAME,UNIQUE_ID,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LONGITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MAX.),ELEVATION (MIN.),ELEVATION (MAX.),SAMPLING TECHNIQUE,LAND/SEA (SAMPLING),ROCK TYPE,ROCK NAME,ROCK TEXTURE,SAMPLE COMMENT,AGE (MIN.),AGE (MAX.),GEOLOGICAL AGE,GEOLOGICAL AGE PREFIX,ERUPTION YEAR,ALTERATION,ALTERATION TYPE,TYPE OF MATERIAL,MINERAL / COMPONENT,SPOT (MINERAL),CRYSTAL,RIM / CORE (MINERAL GRAINS),PRIMARY/SECONDARY,INCLUSION TYPE,MINERAL (INCLUSION),HOSTMINERAL (INCLUSION),HEATING,HEATING TEMPERATURE (?C),SIO2(WT%),TIO2(WT%),ZRO2(WT%),HFO2(WT%),THO2(WT%),UO2(WT%),AL2O3(WT%),CR2O3(WT%),LA2O3(WT%),CE2O3(WT%),ND2O3(WT%),SM2O3(WT%),GD2O3(WT%),DY2O3(WT%),ER2O3(WT%),YB2O3(WT%),Y2O3(WT%),V2O3(WT%),NB2O5(WT%),TA2O5(WT%),FE2O3T(WT%),FE2O3(WT%),FEOT(WT%),FEO(WT%),CAO(WT%),MGO(WT%),MNO(WT%),BAO(WT%),SRO(WT%),PBO(WT%),NIO(WT%),ZNO(WT%),RB2O(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),CO2(WT%),F(WT%),CL(WT%),SO2(WT%),SO3(WT%),S(WT%),LOI(WT%),K(WT%): altern. values or methods,,,,LI(PPM): altern. values or methods,,,,BE(PPM),B(PPM),F(PPM): altern. values or methods,,,,MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),AR39(MOL/G),AR40(AT/G): altern. values or methods,,,,AR40(CCMSTP/G),AR40(MOL/G): altern. values or methods,,,,SC(PPM): altern. values or methods,,,,TI(PPM),V(PPM): altern. values or methods,,,,CR(PPM): altern. values or methods,,,,CO(PPM): altern. values or methods,,,,NI(PPM): altern. values or methods,,,,CU(PPM): altern. values or methods,,,,ZN(PPM): altern. values or methods,,,,GA(PPM): altern. values or methods,,,,GE(PPM),AS(PPM),SE(PPM),RB(PPM): altern. values or methods,,,,,,SR(PPM): altern. values or methods,,,,,,Y(PPM): altern. values or methods,,,,ZR(PPM): altern. values or methods,,,,NB(PPM): altern. values or methods,,,,MO(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),CS(PPM),BA(PPM): altern. values or methods,,,,LA(PPM): altern. values or methods,,,,CE(PPM): altern. values or methods,,,,PR(PPM),ND(PPM): altern. values or methods,,,,,,SM(PPM): altern. values or methods,,,,EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),TL(PPM),PB(PPM): altern. values or methods,,,,BI(PPM),TH(PPM): altern. values or methods,,,,U(PPM): altern. values or methods,,,,ND143_ND144,EPSILON_ND_INI,SM147_ND144,SR87_SR86,SR87_SR86_INI,RB87_SR86,PB206_PB204,PB206_PB204_INI,PB207_PB204,PB207_PB204_INI,PB207_PB206,PB208_PB204,PB208_PB204_INI,AR36_AR39,AR37_AR39,AR37_AR40,AR38_AR39,AR40_AR36,AR40_AR39,PB206_U238,PB207_U235,PB208_TH232,TH230_TH232_ACT,TH230_U238_ACT,TH232_PB204,TH232_U238,U234_U238_ACT,U235_PB204,U238_PB204,U238_PB206,U238_TH232_ACT,D14C(PER MIL),D18O(PER MIL),D18O(VS SMOW),D18O(VS VSMOW),D26MG(PER MIL),D33S(VS VCDT): altern. values or methods,,,,,,,,,,,,,,,,,,,,D34S(VS VCDT): altern. values or methods,,,,,,,,,,,,,,,,,,,,D56FE(VS IRMM-014),DD(VS SMOW),ALBITE(MOL%),ANORTHITE(MOL%),ENSTATITE(MOL%),FAYALITE(MOL%),FORSTERITE(MOL%),FERROSILITE(MOL%),ILMENITE(MOL%),LARNITE(MOL%),ORTHOCLASE(MOL%),TEPHROITE(MOL%),ULVOSPINEL(MOL%),WOLLASTONITE(MOL%),AGE(A),AGE(KA): altern. values or methods,,,,AGE(MA): altern. values or methods,,,,,,,,AGE_PB207_PB206(MA),AGE_PB207_U235(MA),AGE_PB206_U238(MA),AGE_PB208_TH232(MA)
2018, [22372] ANDREEVA I. A. (2018),samp. SNT-8,,CENTRAL ASIAN FOLDBELT - MESOZOIC / MONGOLIA - MESOZOIC / KHARKHORIN ZONE,SANT VILLAGE,46,104,46,104,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,ORIGINALLY REPORTED AS COMENDITE,,,MESOZOIC,,,,,INCLUSION,,,,,,GLASS INCLUSION,,QUARTZ,,,71.68,0.16,,,,,11.92,,,,,,,,,,,,,,,,3.79,,0.17,0.01,0.01,,,,,,,5.93,4.7,0,0.17,,,,0.13,0.17,,0,,,,,,,53.5,SIMS,,,23.1,39.1,,,,,,,,,,,,,,,,,,,,,,,,,5.6,SIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,SIMS,,,,,1,SIMS,,,,,258,SIMS,,,2074,SIMS,,,132,SIMS,,,,,,,,,,,63.2,SIMS,,,86.7,SIMS,,,233,SIMS,,,,117,SIMS,,,,,33.9,SIMS,,,0.6,47.4,,45,,27.8,,25.2,,54.5,10.8,,,68.1,SIMS,,,,45.2,SIMS,,,13.7,SIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018, [22406] ANDREEVA O. A. (2018),samp. BT-2B,533265,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / CHANGBAISHAN (BAEKDUSAN/PAEKTSUAN) VOLCANIC FIELD- / NAITOUSHAN FORMATION,,42,128,42,128,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,"PUMICE, CONE AND CALDERA; ORIGINALLY REPORTED AS COMENDITE",,,CENOZOIC,,,,,WHOLE ROCK,,,,,,,,,,,71.88,0.24,,,,,10.79,,,,,,,,,,,,,,4.44,,,,0.37,0.19,0.08,,,,,,,4.28,5.19,0.02,,,,,,,,,,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,ICPMS,,,19.9,ICPMS,,,0.5,ICPMS,,,8.1,ICPMS,,,11.7,ICPMS,,,249,ICPMS,,,40,ICPMS,,,,,,360,ICPMS,,,,,4.9,ICPMS,8.56,TIMS_ID,,,133,ICPMS,,,2310,ICPMS,,,275,ICPMS,,,,,,,,,,4.6,12,ICPMS,,,151,ICPMS,,,306,ICPMS,,,33.9,121,ICPMS,29,TIMS_ID,,,28.4,ICPMS,128,TIMS_ID,0,26.5,4.3,25.6,5,13.1,1.8,12.4,1.7,57.8,18.5,,,12.3,ICPMS,,,,53.8,ICPMS,,,10.9,ICPMS,,,0.512603,,0.1343,0.706261,,135.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018, [22406] ANDREEVA O. A. (2018),samp. BT-2B,533265,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / CHANGBAISHAN (BAEKDUSAN/PAEKTSUAN) VOLCANIC FIELD- / NAITOUSHAN FORMATION,,42,128,42,128,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,"PUMICE, CONE AND CALDERA; ORIGINALLY REPORTED AS COMENDITE",,,CENOZOIC,,,,,INCLUSION,,,,,,GLASS INCLUSION,,OLIVINE,True,1220,49.4,3.1,,,,,15.3,,,,,,,,,,,,,,,,11.48,,8.16,6.85,0.19,,,,,,,1.61,3.03,0.54,0.7,,,,,0.05,,0.1,,,,,,,6,SIMS,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,174,SIMS,,,134,SIMS,,,,,,,,,,,242,SIMS,,,,,,,,,,,,,,27.6,SIMS,,,,,582,SIMS,,,,,24.5,SIMS,,,216,SIMS,,,36.5,SIMS,,,,,,,,,,,643,SIMS,,,28.2,SIMS,,,60,SIMS,,,,31.7,SIMS,,,,,8.5,SIMS,,,2.7,7.1,,5.3,,2.7,,2.4,,5,2,,,4.5,SIMS,,,,3,SIMS,,,0.5,SIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018, [22406] ANDREEVA O. A. (2018),samp. BT-2B,533265,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / CHANGBAISHAN (BAEKDUSAN/PAEKTSUAN) VOLCANIC FIELD- / NAITOUSHAN FORMATION,,42,128,42,128,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,"PUMICE, CONE AND CALDERA; ORIGINALLY REPORTED AS COMENDITE",,,CENOZOIC,,,,,INCLUSION,,,,,,GLASS INCLUSION,,OLIVINE,True,1220,49.5,3.17,,,,,15.2,,,,,,,,,,,,,,,,11.3,,8.1,7.05,0.18,,,,,,,1.65,3.23,0.5,0.3,,,,,0.02,,0.1,,,,,,,5.3,SIMS,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,124,SIMS,,,256,SIMS,,,,,,,,,,,176,SIMS,,,,,,,,,,,,,,10.6,SIMS,,,,,427,SIMS,,,,,14.3,SIMS,,,166,SIMS,,,22.8,SIMS,,,,,,,,,,,484,SIMS,,,17.4,SIMS,,,44.2,SIMS,,,,23,SIMS,,,,,5.8,SIMS,,,1.7,5,,3.2,,1.9,,1.4,,4,1.4,,,3.4,SIMS,,,,1.6,SIMS,,,0.4,SIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018, [22406] ANDREEVA O. A. (2018),samp. BT-2B,533265,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / CHANGBAISHAN (BAEKDUSAN/PAEKTSUAN) VOLCANIC FIELD- / NAITOUSHAN FORMATION,,42,128,42,128,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,"PUMICE, CONE AND CALDERA; ORIGINALLY REPORTED AS COMENDITE",,,CENOZOIC,,,,,INCLUSION,,,,,,GLASS INCLUSION,,OLIVINE,True,1220,48.6,3.14,,,,,14.84,,,,,,,,,,,,,,,,11.29,,8.14,7.08,0.19,,,,,,,1.67,3.37,0.62,0.4,,,,,0.02,,0.15,,,,,,,4.1,SIMS,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,114,SIMS,,,283,SIMS,,,,,,,,,,,150,SIMS,,,,,,,,,,,,,,18.9,SIMS,,,,,488,SIMS,,,,,16.3,SIMS,,,171,SIMS,,,28.1,SIMS,,,,,,,,,,,455,SIMS,,,19,SIMS,,,46.4,SIMS,,,,25.1,SIMS,,,,,6.1,SIMS,,,1.7,5.3,,3.9,,2,,1.6,,4.6,1.5,,,2.5,SIMS,,,,1.6,SIMS,,,0.3,SIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018, [22406] ANDREEVA O. A. (2018),samp. BT-2B,533265,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / CHANGBAISHAN (BAEKDUSAN/PAEKTSUAN) VOLCANIC FIELD- / NAITOUSHAN FORMATION,,42,128,42,128,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,"PUMICE, CONE AND CALDERA; ORIGINALLY REPORTED AS COMENDITE",,,CENOZOIC,,,,,INCLUSION,,,,,,GLASS INCLUSION,,OLIVINE,True,1220,48.58,3.15,,,,,14.96,,,,,,,,,,,,,,,,11.21,,7.67,7.85,0.21,,,,,,,1.78,3.31,0.68,0.9,,,,,0.01,,0.12,,,,,,,6.1,SIMS,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,163,SIMS,,,136,SIMS,,,,,,,,,,,219,SIMS,,,,,,,,,,,,,,36.2,SIMS,,,,,558,SIMS,,,,,22.6,SIMS,,,216,SIMS,,,31.3,SIMS,,,,,,,,,,,614,SIMS,,,27.9,SIMS,,,61.2,SIMS,,,,31.7,SIMS,,,,,7.6,SIMS,,,2.7,8,,5.4,,2.8,,2,,5.3,1.8,,,5,SIMS,,,,3.1,SIMS,,,0.7,SIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018, [22406] ANDREEVA O. A. (2018),samp. BT-2B,533265,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / CHANGBAISHAN (BAEKDUSAN/PAEKTSUAN) VOLCANIC FIELD- / NAITOUSHAN FORMATION,,42,128,42,128,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,"PUMICE, CONE AND CALDERA; ORIGINALLY REPORTED AS COMENDITE",,,CENOZOIC,,,,,INCLUSION,,,,,,GLASS INCLUSION,,OLIVINE,True,1220,48.31,3.37,,,,,14.91,,,,,,,,,,,,,,,,11.72,,7.9,7.38,0.18,,,,,,,1.61,3.29,0.51,0.6,,,,,0.06,,0.2,,,,,,,5.7,SIMS,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,161,SIMS,,,167,SIMS,,,,,,,,,,,228,SIMS,,,,,,,,,,,,,,26.4,SIMS,,,,,543,SIMS,,,,,22.5,SIMS,,,219,SIMS,,,33.7,SIMS,,,,,,,,,,,595,SIMS,,,28.1,SIMS,,,59.9,SIMS,,,,34.8,SIMS,,,,,8.6,SIMS,,,2.2,7.9,,5.5,,2.9,,2,,5.5,1.8,,,4.9,SIMS,,,,2.8,SIMS,,,0.6,SIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018, [22406] ANDREEVA O. A. (2018),samp. BT-2B,533265,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / CHANGBAISHAN (BAEKDUSAN/PAEKTSUAN) VOLCANIC FIELD- / NAITOUSHAN FORMATION,,42,128,42,128,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,"PUMICE, CONE AND CALDERA; ORIGINALLY REPORTED AS COMENDITE",,,CENOZOIC,,,,,INCLUSION,,,,,,GLASS INCLUSION,,OLIVINE,True,1220,49.02,3.39,,,,,15.42,,,,,,,,,,,,,,,,10.59,,7.99,6.7,0.18,,,,,,,1.75,3.49,0.49,0.8,,,,,0.05,,0.2,,,,,,,5.9,SIMS,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,186,SIMS,,,131,SIMS,,,,,,,,,,,252,SIMS,,,,,,,,,,,,,,30.5,SIMS,,,,,574,SIMS,,,,,25,SIMS,,,224,SIMS,,,35.9,SIMS,,,,,,,,,,,639,SIMS,,,29.1,SIMS,,,61.5,SIMS,,,,33.3,SIMS,,,,,8.5,SIMS,,,2.6,9.2,,5.9,,3.3,,2.2,,5.7,2,,,5,SIMS,,,,2.7,SIMS,,,0.7,SIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018, [22406] ANDREEVA O. A. (2018),samp. BT-2B,533265,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / CHANGBAISHAN (BAEKDUSAN/PAEKTSUAN) VOLCANIC FIELD- / NAITOUSHAN FORMATION,,42,128,42,128,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,"PUMICE, CONE AND CALDERA; ORIGINALLY REPORTED AS COMENDITE",,,CENOZOIC,,,,,INCLUSION,,,,,,GLASS INCLUSION,,OLIVINE,True,1220,48.13,3.23,,,,,14.69,,,,,,,,,,,,,,,,11.33,,7.83,7.24,0.2,,,,,,,1.66,3.23,0.51,0.6,,,,,0.04,,0.15,,,,,,,5.2,SIMS,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,175,SIMS,,,135,SIMS,,,,,,,,,,,195,SIMS,,,,,,,,,,,,,,30.4,SIMS,,,,,597,SIMS,,,,,24,SIMS,,,242,SIMS,,,34.7,SIMS,,,,,,,,,,,635,SIMS,,,31.9,SIMS,,,69.1,SIMS,,,,35.5,SIMS,,,,,8.6,SIMS,,,2.9,7.4,,5.8,,3.2,,2.2,,5.8,2,,,4.9,SIMS,,,,3.1,SIMS,,,0.8,SIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018, [22406] ANDREEVA O. A. (2018),samp. BT-2B,533265,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / CHANGBAISHAN (BAEKDUSAN/PAEKTSUAN) VOLCANIC FIELD- / NAITOUSHAN FORMATION,,42,128,42,128,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,"PUMICE, CONE AND CALDERA; ORIGINALLY REPORTED AS COMENDITE",,,CENOZOIC,,,,,INCLUSION,,,,,,GLASS INCLUSION,,ANORTHOCLASE,,,72.2,0.19,,,,,9.59,,,,,,,,,,,,,,,,3.57,,0.2,0.01,0.09,,,,,,,4.02,4.69,0,3.2,,,,0.26,0.44,,0.02,,,,,,,63.2,SIMS,,,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,8,SIMS,,,3.8,SIMS,,,,,,,,,,,26.9,SIMS,,,,,,,,,,,,,,391,SIMS,,,,,3.4,SIMS,,,,,134,SIMS,,,2105,SIMS,,,344,SIMS,,,,,,,,,,,12.8,SIMS,,,139,SIMS,,,313,SIMS,,,,116,SIMS,,,,,30,SIMS,,,0.6,27.4,,25.9,,16.9,,15,,57.5,18.1,,,44,SIMS,,,,56.6,SIMS,,,13.6,SIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018, [22406] ANDREEVA O. A. (2018),samp. BT-2B,533265,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / CHANGBAISHAN (BAEKDUSAN/PAEKTSUAN) VOLCANIC FIELD- / NAITOUSHAN FORMATION,,42,128,42,128,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,"PUMICE, CONE AND CALDERA; ORIGINALLY REPORTED AS COMENDITE",,,CENOZOIC,,,,,INCLUSION,,,,,,GLASS INCLUSION,,ANORTHOCLASE,,,70.72,0.19,,,,,9.47,,,,,,,,,,,,,,,,3.53,,0.16,0,0.03,,,,,,,4.37,4.22,0,3.1,,,,0.33,0.4,,0.01,,,,,,,62.7,SIMS,,,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,SIMS,,,0.6,SIMS,,,,,,,,,,,22.4,SIMS,,,,,,,,,,,,,,380,SIMS,,,,,3.2,SIMS,,,,,124,SIMS,,,2323,SIMS,,,302,SIMS,,,,,,,,,,,11.1,SIMS,,,127,SIMS,,,281,SIMS,,,,111,SIMS,,,,,27.2,SIMS,,,0.3,25.4,,24.4,,15.5,,13.7,,54.6,15.3,,,38.3,SIMS,,,,48,SIMS,,,11.2,SIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018, [22406] ANDREEVA O. A. (2018),samp. BT-2B,533265,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / CHANGBAISHAN (BAEKDUSAN/PAEKTSUAN) VOLCANIC FIELD- / NAITOUSHAN FORMATION,,42,128,42,128,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,"PUMICE, CONE AND CALDERA; ORIGINALLY REPORTED AS COMENDITE",,,CENOZOIC,,,,,INCLUSION,,,,,,GLASS INCLUSION,,ANORTHOCLASE,,,71.1,0.18,,,,,9.43,,,,,,,,,,,,,,,,3.52,,0.16,0.03,0.07,,,,,,,4.25,4.04,0,4.8,,,,0.35,0.42,,0.03,,,,,,,39,SIMS,,,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,SIMS,,,0.4,SIMS,,,,,,,,,,,25.6,SIMS,,,,,,,,,,,,,,444,SIMS,,,,,2.6,SIMS,,,,,134,SIMS,,,2490,SIMS,,,323,SIMS,,,,,,,,,,,9.8,SIMS,,,136,SIMS,,,304,SIMS,,,,114,SIMS,,,,,30.1,SIMS,,,0.3,25.7,,28.6,,17.2,,15.8,,61.4,17.8,,,44.9,SIMS,,,,57.7,SIMS,,,13.8,SIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018, [22406] ANDREEVA O. A. (2018),samp. BT-2B,533265,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / CHANGBAISHAN (BAEKDUSAN/PAEKTSUAN) VOLCANIC FIELD- / NAITOUSHAN FORMATION,,42,128,42,128,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,"PUMICE, CONE AND CALDERA; ORIGINALLY REPORTED AS COMENDITE",,,CENOZOIC,,,,,INCLUSION,,,,,,GLASS INCLUSION,,ANORTHOCLASE,True,700,70.78,0.2,,,,,9.68,,,,,,,,,,,,,,,,3.65,,0.13,0,0.04,,,,,,,4.22,4.53,0,3.7,,,,0.33,0.42,,0.05,,,,,,,72.5,SIMS,,,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,SIMS,,,0.6,SIMS,,,,,,,,,,,23.6,SIMS,,,,,,,,,,,,,,405,SIMS,,,,,2.6,SIMS,,,,,127,SIMS,,,2163,SIMS,,,316,SIMS,,,,,,,,,,,8.8,SIMS,,,130,SIMS,,,283,SIMS,,,,111,SIMS,,,,,27.1,SIMS,,,0.3,28.9,,24.8,,14.9,,13.3,,48.5,15.1,,,37.5,SIMS,,,,48.9,SIMS,,,11.9,SIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018, [22406] ANDREEVA O. A. (2018),samp. BT-2B,533265,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / CHANGBAISHAN (BAEKDUSAN/PAEKTSUAN) VOLCANIC FIELD- / NAITOUSHAN FORMATION,,42,128,42,128,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,"PUMICE, CONE AND CALDERA; ORIGINALLY REPORTED AS COMENDITE",,,CENOZOIC,,,,,INCLUSION,,,,,,GLASS INCLUSION,,ANORTHOCLASE,,,70.77,0.2,,,,,9.59,,,,,,,,,,,,,,,,3.73,,0.18,0,0.11,,,,,,,4.24,4.99,0,4.2,,,,0.21,0.41,,0.01,,,,,,,83.9,SIMS,,,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,SIMS,,,0.5,SIMS,,,,,,,,,,,25.7,SIMS,,,,,,,,,,,,,,387,SIMS,,,,,2.7,SIMS,,,,,130,SIMS,,,2237,SIMS,,,338,SIMS,,,,,,,,,,,9.2,SIMS,,,142,SIMS,,,303,SIMS,,,,122,SIMS,,,,,29.7,SIMS,,,0.3,28.2,,25.1,,15.6,,14,,51.5,16.1,,,40.5,SIMS,,,,50.6,SIMS,,,12.3,SIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018, [22406] ANDREEVA O. A. (2018),samp. BT-2B,533265,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / KOREAN PENINSULA - CENOZOIC/QUATERNARY / KOREAN PENINSULA / CHANGBAISHAN (BAEKDUSAN/PAEKTSUAN) VOLCANIC FIELD- / NAITOUSHAN FORMATION,,42,128,42,128,,,OUTCROP,SUBAERIAL,VOLCANIC ROCK,COMENDITIC RHYOLITE,,"PUMICE, CONE AND CALDERA; ORIGINALLY REPORTED AS COMENDITE",,,CENOZOIC,,,,,INCLUSION,,,,,,GLASS INCLUSION,,ANORTHOCLASE,,,71.62,0.19,,,,,9.51,,,,,,,,,,,,,,,,3.89,,0.2,0.01,0.02,,,,,,,4.22,5.12,0,4.6,,,,0.3,0.4,,0.01,,,,,,,95.3,SIMS,,,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,SIMS,,,0.5,SIMS,,,,,,,,,,,23.6,SIMS,,,,,,,,,,,,,,378,SIMS,,,,,3.2,SIMS,,,,,124,SIMS,,,2078,SIMS,,,312,SIMS,,,,,,,,,,,11.5,SIMS,,,130,SIMS,,,285,SIMS,,,,115,SIMS,,,,,27.2,SIMS,,,0.4,28.2,,23.6,,14.5,,12.8,,48.8,14.8,,,38.2,SIMS,,,,50.6,SIMS,,,11.7,SIMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
