Year,CITATION,SAMPLE NAME,UNIQUE_ID,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LONGITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MAX.),ELEVATION (MIN.),ELEVATION (MAX.),SAMPLING TECHNIQUE,DRILLING DEPTH (MIN.),DRILLING DEPTH (MAX.),LAND/SEA (SAMPLING),ROCK TYPE,ROCK NAME,ROCK TEXTURE,SAMPLE COMMENT,AGE (MIN.),AGE (MAX.),GEOLOGICAL AGE,GEOLOGICAL AGE PREFIX,ERUPTION YEAR,ALTERATION,ALTERATION TYPE,TYPE OF MATERIAL,MINERAL / COMPONENT,SPOT (MINERAL),CRYSTAL,RIM / CORE (MINERAL GRAINS),PRIMARY/SECONDARY,INCLUSION TYPE,SPOT (INCLUSION),MINERAL (INCLUSION),RIM / CORE (INCLUSION),HOSTMINERAL (INCLUSION),HEATING,HEATING TEMPERATURE (?C),INCLUSION SIZE,SIO2(WT%),TIO2(WT%),ZRO2(WT%),AL2O3(WT%),CR2O3(WT%),V2O3(WT%),NB2O5(WT%),FE2O3T(WT%),FE2O3(WT%),FEOT(WT%),FEO(WT%),CAO(WT%),MGO(WT%),MNO(WT%),BAO(WT%),SRO(WT%),NIO(WT%),ZNO(WT%),COO(WT%),CUO(WT%),K2O(WT%),NA2O(WT%),P2O5(WT%),H2O(WT%),H2OP(WT%),H2OM(WT%),CO2(WT%),CACO3(WT%),C(WT%),F(WT%),CL(WT%),OH(WT%),SO2(WT%),SO3(WT%),S(WT%): altern. values or methods,,,,LOI(WT%),TI(WT%),FE(WT%),MN(WT%),CA(WT%),K(WT%),NA(WT%),CO(WT%),CU(WT%),NI(WT%),ZN(WT%),HE(MOL/G),HE4(CCMSTP/G),LI(PPM),BE(PPM),B(PPM),F(PPM),NE(MOL/G),P(PPM),S(PPM),CL(PPM),AR(MOL/G),AR40(AT/G),AR40(CCMSTP/G),AR40(MOL/G),AR40(PPB),K(PPM),SC(PPM): altern. values or methods,,,,TI(PPM),V(PPM): altern. values or methods,,,,CR(PPM): altern. values or methods,,,,CR52(PPM),CR53(PPM),MN(PPM),CO(PPM): altern. values or methods,,,,NI(PPM): altern. values or methods,,,,NI60(PPM),NI62(PPM),CU(PPM): altern. values or methods,,,,CU63(PPM),CU65(PPM),ZN(PPM): altern. values or methods,,,,ZN66(PPM),ZN67(PPM),GA(PPM): altern. values or methods,,,,GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM): altern. values or methods,,,,,,SR(PPM): altern. values or methods,,,,,,Y(PPM): altern. values or methods,,,,ZR(PPM): altern. values or methods,,,,NB(PPM): altern. values or methods,,,,MO(PPM),RU(PPB),RU(PPT),RH(PPB),RH(PPT),PD(PPB),PD(PPT),AG(PPM),AG(PPB),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),CS(PPM),BA(PPM): altern. values or methods,,,,LA(PPM): altern. values or methods,,,,CE(PPM): altern. values or methods,,,,PR(PPM),ND(PPM): altern. values or methods,,,,,,SM(PPM): altern. values or methods,,,,EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),RE(PPB),RE(PPT),OS(PPB),IR(PPB),IR(PPT),PT(PPB),PT(PPT),AU(PPM),AU(PPB),HG(PPM),HG(PPB),TL(PPM),PB(PPM): altern. values or methods,,,,PB206(PPM),BI(PPM),TH(PPM): altern. values or methods,,,,TH232(PPM),U(PPM): altern. values or methods,,,,U238(PPM),CO2(PPM),ND143_ND144,ND143_ND144_INI,EPSILON_ND_INI,SM147_ND144,SR87_SR86,SR87_SR86_INI,EPSILON_SR_INI,RB87_SR86,PB206_PB204,PB207_PB204,PB207_PB206,PB208_PB204,PB208_PB206,OS187_OS188,RE187_OS188,HF176_HF177,LU176_HF177,YB176_HF177,HE3_HE4(R/R(A)),HE4_NE20,AR36_AR39,AR37_AR39,AR38_AR39,AR40_AR36,AR40_AR39,PB206_U238,PB207_U235,PB208_TH232,RA226_U238,TH230_TH232_ACT,TH230_U238_ACT,TH232_PB204,TH232_U238,U234_U238_ACT,U235_PB204,U238_PB204,U238_PB206,U238_TH232_ACT,D11B(PER MIL),D11B(VS NBS951),D18O(PER MIL),D18O(VS SMOW),D18O(VS VSMOW),DD(VS SMOW),ALBITE(MOL%),AEGIRINE(MOL%),ANORTHITE(MOL%),CELSIAN(MOL%),DIOPSIDE(MOL%),ENSTATITE(MOL%),FAYALITE(MOL%),FORSTERITE(MOL%),FERROSILITE(MOL%),HEDENBERGITE(MOL%),JADEITE(MOL%),LARNITE(MOL%),ORTHOCLASE(MOL%),TEPHROITE(MOL%),TSCHERMAKITE(MOL%),ULVOSPINEL(MOL%),WOLLASTONITE(MOL%),AGE(KA),AGE(MA): altern. values or methods,,,,,,,,AGE_PB207_PB206(MA),AGE_PB207_U235(MA),AGE_PB206_U238(MA)
1984, [1675] BRISTOW J. W. (1984),samp. KL20,33313,ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / TAFELBERG FORMATION,,-20.17,14.15,-20.17,14.15,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,"LATITE, QUARTZ",,,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,NOT,,,,,139,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72472,,,3.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984, [1675] BRISTOW J. W. (1984),samp. KLS18,33314,ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / TAFELBERG FORMATION,,-20.17,14.15,-20.17,14.15,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,"LATITE, QUARTZ",,,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,NOT,,,,,80.2,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73182,,,7.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984, [1675] BRISTOW J. W. (1984),samp. KLS33,32912,ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / GOBOSEB QUARTZ LATITE,,-17.5,15,-25,20,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,"LATITE, QUARTZ",,,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,NOT,,,,,152,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72528,,,3.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984, [1675] BRISTOW J. W. (1984),samp. KLS34,32913,ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / GOBOSEB QUARTZ LATITE,,-17.5,15,-25,20,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,"LATITE, QUARTZ",,,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,NOT,,,,,136,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72563,,,3.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984, [1675] BRISTOW J. W. (1984),samp. KLS36,32881,ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / GOBOSEB QUARTZ LATITE,,-17.5,15,-25,20,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,"LATITE, QUARTZ",,,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,NOT,,,,,163,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7232,,,2.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984, [1675] BRISTOW J. W. (1984),samp. KLS51,29122,ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / GOBOSEB QUARTZ LATITE,,-17.5,15,-25,20,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,"LATITE, QUARTZ",,,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,NOT,,,,,158,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72653,,,2.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984, [1675] BRISTOW J. W. (1984),samp. KLS52,33319,ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / TAFELBERG FORMATION,,-20.17,14.15,-20.17,14.15,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,"LATITE, QUARTZ",,,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,NOT,,,,,133,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72508,,,3.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984, [1675] BRISTOW J. W. (1984),samp. KLS55,33320,ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / TAFELBERG FORMATION,,-20.17,14.15,-20.17,14.15,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,"LATITE, QUARTZ",,,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,NOT,,,,,117,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72758,,,4.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984, [1675] BRISTOW J. W. (1984),samp. KLS56,33321,ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / TAFELBERG FORMATION,,-20.17,14.15,-20.17,14.15,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,"LATITE, QUARTZ",,,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,NOT,,,,,123,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71916,,,3.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984, [1675] BRISTOW J. W. (1984),samp. KLS77,33322,ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / TAFELBERG FORMATION,,-20.17,14.15,-20.17,14.15,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,"LATITE, QUARTZ",,,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225,NOT,,,,,168,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72734,,,3.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984, [1675] BRISTOW J. W. (1984),samp. KLS78,33323,ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / TAFELBERG FORMATION,,-20.17,14.15,-20.17,14.15,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,"LATITE, QUARTZ",,,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169,NOT,,,,,112,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72872,,,4.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984, [1675] BRISTOW J. W. (1984),samp. KLS81,33324,ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / TAFELBERG FORMATION,,-20.17,14.15,-20.17,14.15,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,"LATITE, QUARTZ",,,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.7,NOT,,,,,211,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72093,,,1.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984, [1675] BRISTOW J. W. (1984),samp. KLS83,33325,ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / TAFELBERG FORMATION,,-20.17,14.15,-20.17,14.15,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,"LATITE, QUARTZ",,,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,NOT,,,,,115,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72935,,,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984, [1675] BRISTOW J. W. (1984),samp. KLS84,33326,ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / TAFELBERG FORMATION,,-20.17,14.15,-20.17,14.15,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,"LATITE, QUARTZ",,,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,NOT,,,,,156,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73378,,,7.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984, [1675] BRISTOW J. W. (1984),samp. KLS103,33327,ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / TAFELBERG FORMATION,,-20.17,14.15,-20.17,14.15,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,"LATITE, QUARTZ",,,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,NOT,,,,,119,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72547,,,4.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984, [1675] BRISTOW J. W. (1984),samp. AG38-4,33328,ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / TAFELBERG FORMATION,,-20.17,14.15,-20.17,14.15,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,"LATITE, QUARTZ",,,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,NOT,,,,,53.8,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74458,,,13.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984, [1675] BRISTOW J. W. (1984),samp. KLS18,33314,ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / TAFELBERG FORMATION,,-20.17,14.15,-20.17,14.15,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,"LATITE, QUARTZ",,,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),ZEOLITE,,,,SECONDARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2,NOT,,,,,3154,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71678,,,0.0176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984, [1675] BRISTOW J. W. (1984),samp. KLS103,33327,ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / TAFELBERG FORMATION,,-20.17,14.15,-20.17,14.15,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,"LATITE, QUARTZ",,,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),ZEOLITE,,,,SECONDARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,NOT,,,,,6268,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71652,,,0.00791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984, [1675] BRISTOW J. W. (1984),samp. KLS103,33327,ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / TAFELBERG FORMATION,,-20.17,14.15,-20.17,14.15,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,"LATITE, QUARTZ",,,,,,,,,,MINERAL / COMPONENT (INCL. GROUNDMASS),CALCITE,,,,SECONDARY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,NOT,,,,,43.4,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71675,,,0.0767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984, [1675] BRISTOW J. W. (1984),samp. BRA1,,PARANA / SOUTHERN PARANA PROVINCE,,-27,-50,-30,-53,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,"LATITE, QUARTZ",,,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176,NOT,,,,,121,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72787,,,4.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984, [1675] BRISTOW J. W. (1984),samp. BRA12,,PARANA / SOUTHERN PARANA PROVINCE,,-27,-50,-30,-53,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,"LATITE, QUARTZ",,,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,NOT,,,,,136,NOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72684,,,3.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984, [1678] ALLSOPP H. L.(1984)  [GeoReM [182] ],samp. KL13,33312,ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / TAFELBERG FORMATION,,-20.17,14.15,-20.17,14.15,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,"LATITE, QUARTZ",,,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.73422,,,7.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984, [1678] ALLSOPP H. L.(1984)  [GeoReM [182] ],samp. KL20,33313,ETENDEKA PROVINCE / SOUTHERN ETENDEKA PROVINCE - NAMIBIA / TAFELBERG FORMATION,,-20.17,14.15,-20.17,14.15,,,OUTCROP,,,SUBAERIAL,VOLCANIC ROCK,"LATITE, QUARTZ",,,,,,,,,,WHOLE ROCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72472,,,3.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
